user_id,sampled_q_ids,sampled_subject_ids,student_total_questions
3202,"398,35,852,319,790,582,145,102,816,898","270,163,156,195,148,63,156,163,164,39",669
541,"852,319,790,740,885,298,118,125,754,596","156,195,148,36,39,126,114,54,155,3",528
1595,"852,69,850,877,770,38,756,844,859,233","156,3,36,202,129,114,58,21,33,3",500
4837,"852,319,790,311,885,289,675,76,642,596","156,195,148,155,39,146,165,36,195,3",464
5610,"398,852,319,790,582,705,740,489,885,289","270,156,195,148,63,44,36,269,39,146",653
66,"398,852,850,526,877,871,770,38,844,69","270,156,36,63,202,269,129,114,21,3",653
4215,"852,319,740,145,69,850,233,844,526,877","156,195,36,156,3,36,3,21,63,202",415
5436,"852,319,69,850,626,844,877,526,770,662","156,195,3,36,164,21,202,63,129,130",547
2737,"852,319,790,740,145,69,850,885,298,289","156,195,148,36,156,3,36,39,126,146",535
573,"398,852,319,790,582,740,145,885,298,540","270,156,195,148,63,36,156,39,126,54",547
1670,"398,852,319,790,582,740,145,489,885,232","270,156,195,148,63,36,156,269,39,267",644
5744,"398,852,850,662,526,871,38,859,890,638","270,156,36,130,63,269,114,33,164,154",586
1223,"852,463,319,790,311,740,69,850,626,844","156,155,195,148,155,36,3,36,164,21",400
2837,"398,852,850,526,871,859,795,806,834,916","270,156,36,63,269,33,156,128,36,117",538
5167,"852,69,850,626,319,790,311,740,145,885","156,3,36,164,195,148,155,36,156,39",557
1374,"398,852,319,790,705,740,145,885,232,289","270,156,195,148,44,36,156,39,267,146",553
2938,"852,319,790,740,489,289,675,261,737,642","156,195,148,36,269,146,165,153,137,195",535
4883,"398,852,319,582,705,740,69,850,662,844","270,156,195,63,44,36,3,36,130,21",531
1715,"852,319,850,662,844,526,770,859,795,277","156,195,36,130,21,63,129,33,156,220",378
1563,"852,69,850,526,770,859,795,806,834,600","156,3,36,63,129,33,156,128,36,56",519
3981,"852,69,850,626,319,790,145,885,816,675","156,3,36,164,195,148,156,39,164,165",520
1993,"852,319,790,311,740,145,885,298,675,76","156,195,148,155,36,156,39,126,165,36",540
4228,"398,852,69,850,233,526,770,38,859,795","270,156,3,36,3,63,129,114,33,156",549
3557,"852,850,844,319,770,145,298,795,520,76","156,36,21,195,129,156,126,156,127,36",304
449,"852,319,69,790,311,740,145,885,298,97","156,195,3,148,155,36,156,39,126,39",541
944,"852,69,850,844,770,859,795,300,834,600","156,3,36,21,129,33,156,153,36,56",447
3243,"398,852,69,850,662,844,877,871,859,890","270,156,3,36,130,21,202,269,33,164",553
889,"852,319,69,850,626,790,740,145,885,298","156,195,3,36,164,148,36,156,39,126",519
3540,"852,69,850,626,319,790,740,233,662,510","156,3,36,164,195,148,36,3,130,125",553
4748,"398,852,850,526,871,38,359,795,300,552","270,156,36,63,269,114,267,156,153,63",521
3532,"852,463,319,790,311,69,850,662,877,38","156,155,195,148,155,3,36,130,202,114",528
1764,"852,69,850,463,626,233,662,844,526,877","156,3,36,155,164,3,130,21,63,202",541
1614,"852,319,69,850,626,844,871,859,795,806","156,195,3,36,164,21,269,33,156,128",571
5452,"852,69,850,626,319,790,311,740,145,885","156,3,36,164,195,148,155,36,156,39",519
5139,"852,69,850,844,770,859,795,806,834,600","156,3,36,21,129,33,156,128,36,56",472
2840,"852,69,850,233,844,38,859,890,795,638","156,3,36,3,21,114,33,164,156,154",355
2905,"398,852,850,526,877,38,756,859,359,770","270,156,36,63,202,114,58,33,267,129",628
1294,"398,852,319,790,69,850,626,233,662,844","270,156,195,148,3,36,164,3,130,21",570
2101,"398,852,319,311,740,145,489,582,790,69","270,156,195,155,36,156,269,63,148,3",574
5250,"852,69,790,740,885,289,898,754,596,767","156,3,148,36,39,146,39,155,3,148",338
2710,"852,463,319,790,885,289,898,754,830,880","156,155,195,148,39,146,39,155,148,146",520
3446,"852,319,790,311,740,145,885,298,816,118","156,195,148,155,36,156,39,126,164,114",519
1057,"852,319,790,740,885,97,898,737,642,596","156,195,148,36,39,39,39,137,195,3",543
185,"398,463,319,582,885,289,898,796,401,767","270,155,195,63,39,146,39,181,174,148",720
622,"852,69,850,626,233,319,790,740,145,885","156,3,36,164,3,195,148,36,156,39",535
2367,"852,319,790,740,145,885,289,816,118,675","156,195,148,36,156,39,146,164,114,165",398
5110,"852,319,311,740,145,885,289,816,118,716","156,195,155,36,156,39,146,164,114,117",349
5210,"852,69,850,626,662,877,770,38,859,890","156,3,36,164,130,202,129,114,33,164",523
2654,"852,463,319,582,740,885,97,898,51,596","156,155,195,63,36,39,39,39,117,3",541
5074,"398,852,69,850,662,877,38,859,795,678","270,156,3,36,130,202,114,33,156,155",553
4457,"398,852,850,510,662,626,69,463,319,790","270,156,36,125,130,164,3,155,195,148",690
1462,"398,852,319,790,69,850,626,233,662,877","270,156,195,148,3,36,164,3,130,202",554
1213,"398,852,319,582,489,232,97,816,118,716","270,156,195,63,269,267,39,164,114,117",644
1506,"852,69,626,526,877,770,756,844,233,319","156,3,164,63,202,129,58,21,3,195",388
1010,"852,69,850,233,795,638,300,525,34,858","156,3,36,3,156,154,153,3,156,21",270
1760,"398,852,850,510,662,626,69,463,582,145","270,156,36,125,130,164,3,155,63,156",600
1298,"852,319,790,740,145,885,289,816,675,76","156,195,148,36,156,39,146,164,165,36",430
3549,"398,852,850,510,662,626,69,319,582,145","270,156,36,125,130,164,3,195,63,156",633
5694,"398,852,69,850,319,790,145,298,540,513","270,156,3,36,195,148,156,126,54,148",606
3791,"398,852,69,463,319,790,145,232,689,196","270,156,3,155,195,148,156,267,128,114",639
4216,"398,852,69,850,319,790,705,626,233,662","270,156,3,36,195,148,44,164,3,130",553
1837,"852,69,850,463,626,319,790,311,740,145","156,3,36,155,164,195,148,155,36,156",499
2380,"852,463,319,790,885,289,540,261,51,642","156,155,195,148,39,146,54,153,117,195",535
2786,"398,852,850,526,871,478,595,806,834,600","270,156,36,63,269,135,60,128,36,56",691
3513,"398,463,852,69,850,626,844,877,38,359","270,155,156,3,36,164,21,202,114,267",523
3166,"398,852,850,662,526,877,871,38,859,359","270,156,36,130,63,202,269,114,33,267",472
111,"398,852,319,790,311,582,69,850,526,38","270,156,195,148,155,63,3,36,63,114",598
4671,"398,852,69,850,662,877,38,859,795,806","270,156,3,36,130,202,114,33,156,128",553
1507,"398,463,319,582,740,145,885,298,675,520","270,155,195,63,36,156,39,126,165,127",634
3266,"398,463,319,790,582,740,145,489,298,118","270,155,195,148,63,36,156,269,126,114",579
3187,"852,319,69,311,850,740,145,626,233,844","156,195,3,155,36,36,156,164,3,21",374
5211,"852,69,850,662,526,877,770,38,844,859","156,3,36,130,63,202,129,114,21,33",541
2831,"852,319,790,740,145,489,885,298,69,289","156,195,148,36,156,269,39,126,3,146",513
2347,"398,852,69,463,319,582,145,298,716,898","270,156,3,155,195,63,156,126,117,39",555
5507,"852,463,319,69,850,626,233,526,770,859","156,155,195,3,36,164,3,63,129,33",519
5195,"852,850,844,319,311,145,770,298,795,638","156,36,21,195,155,156,129,126,156,154",304
5544,"398,852,69,850,626,463,233,662,319,790","270,156,3,36,164,155,3,130,195,148",720
2914,"852,69,850,510,526,871,38,890,795,806","156,3,36,125,63,269,114,164,156,128",559
5496,"852,69,850,626,233,319,790,662,740,145","156,3,36,164,3,195,148,130,36,156",530
1138,"852,69,850,626,233,662,844,319,790,740","156,3,36,164,3,130,21,195,148,36",535
4419,"398,852,850,510,526,871,756,890,795,806","270,156,36,125,63,269,58,164,156,128",627
3276,"852,69,850,526,770,859,795,806,834,600","156,3,36,63,129,33,156,128,36,56",569
2918,"398,852,69,850,510,844,662,526,877,233","270,156,3,36,125,21,130,63,202,3",634
50,"852,850,844,319,145,770,298,795,638,277","156,36,21,195,156,129,126,156,154,220",304
1378,"398,852,319,582,489,289,898,642,830,880","270,156,195,63,269,146,39,195,148,146",588
1389,"398,852,319,790,582,705,885,816,261,737","270,156,195,148,63,44,39,164,153,137",618
4400,"398,852,319,69,850,844,198,859,795,806","270,156,195,3,36,21,148,33,156,128",654
565,"398,852,850,526,877,198,38,532,756,871","270,156,36,63,202,148,114,219,58,269",640
5627,"398,852,850,526,871,756,859,890,595,795","270,156,36,63,269,58,33,164,60,156",669
5456,"398,463,319,790,740,145,885,298,816,540","270,155,195,148,36,156,39,126,164,54",611
1362,"398,852,319,582,705,740,885,816,689,520","270,156,195,63,44,36,39,164,128,127",574
123,"852,69,626,233,319,790,740,145,885,298","156,3,164,3,195,148,36,156,39,126",466
3482,"852,69,850,662,233,626,844,319,790,740","156,3,36,130,3,164,21,195,148,36",547
1626,"852,319,790,311,705,740,145,69,850,626","156,195,148,155,44,36,156,3,36,164",540
6033,"398,852,319,790,582,705,740,489,885,97","270,156,195,148,63,44,36,269,39,39",661
5560,"398,852,69,463,319,582,145,885,816,898","270,156,3,155,195,63,156,39,164,39",616
4723,"852,69,850,233,844,626,319,790,740,145","156,3,36,3,21,164,195,148,36,156",498
1525,"398,463,319,582,740,145,885,298,675,520","270,155,195,63,36,156,39,126,165,127",600
3854,"852,69,850,626,233,319,790,740,145,885","156,3,36,164,3,195,148,36,156,39",544
184,"398,852,319,790,582,69,850,510,877,38","270,156,195,148,63,3,36,125,202,114",645
1025,"852,319,790,311,740,145,298,675,261,51","156,195,148,155,36,156,126,165,153,117",535
2100,"852,69,626,233,319,790,145,289,898,513","156,3,164,3,195,148,156,146,39,148",371
2034,"398,463,35,852,69,850,626,233,844,526","270,155,163,156,3,36,164,3,21,63",485
1554,"398,852,69,850,510,877,38,859,359,890","270,156,3,36,125,202,114,33,267,164",612
3938,"398,852,850,233,526,544,38,942,220,309","270,156,36,3,63,174,114,175,181,170",688
481,"852,319,311,740,145,885,298,97,289,816","156,195,155,36,156,39,126,39,146,164",463
3315,"398,852,850,662,233,844,877,871,38,859","270,156,36,130,3,21,202,269,114,33",541
966,"852,319,790,311,740,885,298,540,737,596","156,195,148,155,36,39,126,54,137,3",510
4238,"852,69,850,626,233,319,790,740,885,298","156,3,36,164,3,195,148,36,39,126",521
3693,"852,463,319,790,885,298,118,261,196,596","156,155,195,148,39,126,114,153,114,3",463
1674,"398,463,319,582,489,97,898,737,377,884","270,155,195,63,269,39,39,137,155,44",640
4328,"852,850,844,770,38,859,795,638,678,300","156,36,21,129,114,33,156,154,155,153",278
4352,"852,69,850,626,233,662,844,526,319,790","156,3,36,164,3,130,21,63,195,148",535
5529,"398,463,319,311,740,145,885,489,298,97","270,155,195,155,36,156,39,269,126,39",506
2677,"398,35,319,582,621,97,540,386,411,767","270,163,195,63,176,39,54,44,63,148",796
3486,"398,852,850,526,871,532,359,795,443,552","270,156,36,63,269,219,267,156,176,63",702
796,"398,463,852,319,790,582,705,740,489,885","270,155,156,195,148,63,44,36,269,39",635
2917,"852,69,850,626,319,790,145,885,816,898","156,3,36,164,195,148,156,39,164,39",519
2572,"852,463,319,145,520,76,51,737,642,934","156,155,195,156,127,36,117,137,195,21",275
4,"852,850,844,463,795,638,300,34,402,56","156,36,21,155,156,154,153,156,155,128",226
4277,"398,852,319,582,740,145,885,298,816,118","270,156,195,63,36,156,39,126,164,114",563
444,"852,69,850,626,233,463,319,790,740,145","156,3,36,164,3,155,195,148,36,156",526
6036,"398,852,69,850,662,844,526,877,871,770","270,156,3,36,130,21,63,202,269,129",493
2078,"852,69,850,662,233,626,844,319,790,311","156,3,36,130,3,164,21,195,148,155",516
2781,"852,69,850,526,877,770,38,859,890,795","156,3,36,63,202,129,114,33,164,156",555
1503,"398,852,69,850,662,877,38,859,359,890","270,156,3,36,130,202,114,33,267,164",553
2961,"398,463,852,319,790,705,885,232,816,118","270,155,156,195,148,44,39,267,164,114",678
2627,"398,852,850,526,877,38,531,890,795,692","270,156,36,63,202,114,169,164,156,176",689
1930,"852,319,69,850,626,233,844,311,770,38","156,195,3,36,164,3,21,155,129,114",471
2436,"852,69,626,844,198,859,638,525,839,916","156,3,164,21,148,33,154,3,3,117",300
4492,"852,319,69,790,850,740,145,885,298,816","156,195,3,148,36,36,156,39,126,164",531
4858,"398,852,319,790,740,885,298,816,716,540","270,156,195,148,36,39,126,164,117,54",594
1041,"398,852,850,526,871,859,595,806,834,600","270,156,36,63,269,33,60,128,36,56",669
987,"35,852,698,319,790,740,885,816,261,861","163,156,176,195,148,36,39,164,153,135",690
432,"852,69,850,463,319,790,740,145,885,298","156,3,36,155,195,148,36,156,39,126",507
6147,"852,319,790,582,740,145,69,850,662,844","156,195,148,63,36,156,3,36,130,21",576
870,"852,69,850,526,770,38,859,795,638,277","156,3,36,63,129,114,33,156,154,220",427
4088,"852,319,69,850,626,790,740,145,885,298","156,195,3,36,164,148,36,156,39,126",479
5126,"852,69,850,626,319,790,740,145,885,118","156,3,36,164,195,148,36,156,39,114",498
464,"398,852,319,582,740,885,289,716,261,737","270,156,195,63,36,39,146,117,153,137",608
4325,"852,463,319,790,489,97,898,737,642,596","156,155,195,148,269,39,39,137,195,3",571
2618,"852,69,850,626,319,790,705,740,145,885","156,3,36,164,195,148,44,36,156,39",586
4940,"398,463,790,311,582,705,852,69,850,626","270,155,148,155,63,44,156,3,36,164",601
1823,"398,852,319,790,311,582,705,69,850,626","270,156,195,148,155,63,44,3,36,164",612
1373,"852,69,850,510,662,844,526,233,626,877","156,3,36,125,130,21,63,3,164,202",469
2795,"852,319,790,740,145,885,69,298,289,850","156,195,148,36,156,39,3,126,146,36",510
5933,"852,69,850,844,770,38,859,795,638,806","156,3,36,21,129,114,33,156,154,128",448
1778,"398,852,319,790,582,145,885,489,298,118","270,156,195,148,63,156,39,269,126,114",563
4793,"398,35,319,311,740,885,289,330,261,737","270,163,195,155,36,39,146,300,153,137",667
2949,"398,852,319,69,850,626,233,526,871,859","270,156,195,3,36,164,3,63,269,33",600
1077,"852,319,145,850,298,844,520,76,51,737","156,195,156,36,126,21,127,36,117,137",290
3462,"852,319,790,705,740,145,885,716,386,642","156,195,148,44,36,156,39,117,44,195",539
2322,"773,852,319,366,740,885,289,221,737,596","164,156,195,164,36,39,146,60,137,3",693
199,"398,852,319,69,850,790,626,311,705,740","270,156,195,3,36,148,164,155,44,36",604
248,"398,852,319,311,489,298,289,675,540,898","270,156,195,155,269,126,146,165,54,39",612
4142,"852,69,850,626,233,463,662,844,319,198","156,3,36,164,3,155,130,21,195,148",464
4017,"852,69,850,526,877,770,38,844,662,233","156,3,36,63,202,129,114,21,130,3",519
767,"398,852,319,69,850,844,871,38,859,795","270,156,195,3,36,21,269,114,33,156",582
4698,"398,852,319,69,850,626,844,526,877,38","270,156,195,3,36,164,21,63,202,114",553
35,"398,852,319,582,705,740,145,489,885,97","270,156,195,63,44,36,156,269,39,39",620
2148,"852,69,850,626,662,844,526,770,38,233","156,3,36,164,130,21,63,129,114,3",520
4875,"852,463,319,69,850,844,38,859,890,795","156,155,195,3,36,21,114,33,164,156",423
5579,"398,463,319,790,582,852,740,145,489,885","270,155,195,148,63,156,36,156,269,39",585
5580,"852,69,850,526,877,871,38,770,478,859","156,3,36,63,202,269,114,129,135,33",608
1109,"398,852,69,850,662,844,526,233,626,463","270,156,3,36,130,21,63,3,164,155",555
6018,"852,319,69,850,233,844,38,859,795,300","156,195,3,36,3,21,114,33,156,153",312
2923,"398,852,850,510,526,877,844,871,770,662","270,156,36,125,63,202,21,269,129,130",669
1172,"852,69,850,526,770,38,859,795,638,56","156,3,36,63,129,114,33,156,154,128",506
714,"852,319,69,850,626,233,844,38,859,890","156,195,3,36,164,3,21,114,33,164",380
425,"852,850,844,770,795,638,277,806,834,600","156,36,21,129,156,154,220,128,36,56",304
5558,"398,463,852,319,790,582,740,145,885,298","270,155,156,195,148,63,36,156,39,126",561
3945,"398,852,69,850,662,844,526,233,626,463","270,156,3,36,130,21,63,3,164,155",582
730,"398,852,319,790,489,298,289,675,261,737","270,156,195,148,269,126,146,165,153,137",572
3475,"852,319,790,740,145,885,298,816,675,540","156,195,148,36,156,39,126,164,165,54",547
2062,"852,319,790,740,885,97,898,754,830,584","156,195,148,36,39,39,39,155,148,117",380
3456,"852,463,319,69,850,844,871,38,859,359","156,155,195,3,36,21,269,114,33,267",545
2726,"852,463,319,69,850,626,844,877,38,359","156,155,195,3,36,164,21,202,114,267",546
3852,"852,69,850,626,510,877,38,859,359,890","156,3,36,164,125,202,114,33,267,164",531
