user_id,sampled_q_ids,sampled_subject_ids,student_total_questions
552,"25,764,758,626,645,363,281,59,284,165","148,155,189,164,154,128,155,164,165,164",159
5430,"433,462,146,237,25,231,195,727,913,676","33,126,137,267,148,128,156,126,219,155",546
6014,"462,802,764,676,727,913,461,227,214,528","126,127,155,155,126,219,155,219,127,127",79
1543,"507,231,669,155,734,838,412,683,776,64","126,128,126,284,137,127,284,127,267,56",73
539,"387,146,884,910,237,507,764,8,421,221","60,137,44,127,267,126,155,163,195,60",464
2050,"462,25,802,764,804,3,727,473,670,214","126,148,127,155,148,155,126,148,195,127",128
4521,"433,669,800,884,389,670,158,275,785,904","33,126,156,44,39,195,156,56,163,156",71
2873,"433,25,462,146,237,926,732,913,8,800","33,148,126,137,267,155,156,219,163,156",477
1235,"433,462,800,237,25,195,284,804,59,754","33,126,156,267,148,156,165,148,164,155",494
4765,"25,87,787,615,706,679,464,804,410,222","148,153,148,148,146,153,148,148,148,153",71
1627,"764,550,155,676,45,911,412,902,185,519","155,21,284,155,155,154,284,117,154,148",141
2568,"433,462,885,727,782,389,550,764,873,421","33,126,39,126,117,39,21,155,42,195",183
1423,"462,75,507,802,87,123,260,804,8,461","126,163,126,127,153,36,163,148,163,155",260
6026,"433,195,8,389,926,519,361,881,177,629","33,156,163,39,155,148,155,3,156,148",145
3797,"433,462,550,734,669,389,401,762,904,281","33,126,21,137,126,39,174,267,156,155",357
1792,"462,25,87,75,8,764,898,676,421,626","126,148,153,163,163,155,39,155,195,164",343
3615,"462,25,146,237,123,802,363,669,398,231","126,148,137,267,36,127,128,126,270,128",306
3689,"195,884,276,461,215,754,681,623,282,831","156,44,155,155,44,155,125,155,156,155",58
5626,"195,87,464,804,904,40,45,706,3,185","156,153,148,148,156,3,155,146,155,154",105
5527,"800,507,231,669,683,123,806,898,217,513","156,126,128,126,127,36,128,39,36,148",92
3371,"433,146,734,764,926,800,195,284,227,626","33,137,137,155,155,156,156,165,219,164",357
2926,"146,884,237,910,780,901,936,712,705,426","137,44,267,127,128,127,163,164,44,44,175",283
4355,"433,800,146,25,87,8,237,231,764,297","33,156,137,148,153,163,267,128,155,195",586
985,"433,764,8,758,75,389,101,885,587,626","33,155,163,189,163,39,163,39,3,164",204
3184,"433,462,800,25,87,507,237,600,8,231","33,126,156,148,153,126,267,56,163,128",535
1994,"433,25,237,550,600,231,389,519,75,155","33,148,267,21,56,128,39,148,163,284",301
4306,"433,25,600,8,195,284,727,804,913,59","33,148,56,163,156,165,126,148,219,164",308
4717,"101,185,3,45,260,333,451,596,941,696","163,154,155,155,163,163,163,3,154,164",51
246,"25,87,787,645,804,706,202,679,615,673","148,153,148,154,148,146,153,153,148,154",88
2534,"433,764,885,231,911,185,461,903,645,676","33,155,39,128,154,154,155,129,154,155",127
2179,"433,800,389,764,185,626,904,284,276,758","33,156,39,155,154,164,156,165,155,189",352
4257,"461,519,276,361,8,629,587,754,185,862","155,148,155,155,163,148,3,155,154,195",105
3210,"433,800,146,195,389,885,434,276,231,519","33,156,137,156,39,39,129,155,128,148",544
3134,"433,25,600,676,316,507,8,365,685,284","33,148,56,155,60,63,126,163,42,153,165",417
780,"461,158,587,297,939,40,754,904,82,177","155,156,3,195,3,3,155,156,195,156",58
5754,"800,195,291,365,123,926,297,263,124,82","156,156,21,42,36,155,195,156,117,195",128
3735,"462,764,507,231,802,600,904,76,434,676","126,155,126,128,127,56,156,36,129,155",289
880,"146,25,195,764,550,600,758,626,911,75","137,148,156,155,21,56,189,164,154,163",259
5525,"800,758,645,519,926,706,291,673,916,629","156,189,154,148,155,146,21,154,117,148",131
4685,"800,195,758,75,926,523,158,519,787,202","156,156,189,163,155,21,156,148,148,153",206
4486,"433,25,507,462,75,146,734,669,926,523","33,148,126,126,163,137,137,126,155,21",519
5752,"237,802,727,655,214,528,83,361,24,2","267,127,126,156,127,127,126,155,156,3,156",53
3809,"433,389,461,740,276,885,587,184,119,283","33,39,155,36,155,39,3,36,36,3",58
5144,"433,462,600,284,87,434,231,507,389,802","33,126,56,165,153,129,128,126,39,127",233
4402,"462,146,237,802,507,365,600,776,434,884","126,137,267,127,126,42,56,267,129,44",237
5991,"433,462,237,804,507,75,885,727,782,913","33,126,267,148,126,163,39,126,117,219",351
574,"433,462,800,237,146,195,284,758,158,734","33,126,156,267,137,156,165,189,156,137",483
534,"433,462,25,237,507,87,804,916,802,465","33,126,148,267,126,153,148,117,127,114",312
633,"433,25,462,669,123,75,389,87,231,461","33,148,126,126,36,163,39,153,128,155",508
4056,"764,676,185,260,3,529,714,485,178,50","155,155,154,163,155,155,163,189,155,154",50
1430,"387,25,146,800,462,773,75,802,926,421","60,148,137,156,126,164,163,127,155,195",412
3962,"461,787,519,691,202,92,754,403,154,767","155,148,148,153,153,148,155,153,164,148",51
1133,"433,800,25,284,195,676,202,8,758,764","33,156,148,165,156,155,153,163,189,155",361
5148,"462,146,25,231,911,800,519,727,645,56","126,137,148,128,154,156,148,126,154,128",556
1013,"387,25,800,75,221,237,284,297,316,158","60,148,156,163,60,267,165,195,60,63,156",382
2420,"377,618,802,434,89,727,272,482,779,83","155,44,127,129,42,126,44,164,127,126",69
4614,"800,645,158,926,297,281,673,941,185,850","156,154,156,155,195,155,154,154,154,36",80
64,"462,146,800,734,195,727,804,291,87,740","126,137,156,137,156,126,148,21,153,36",494
658,"25,195,764,800,758,75,101,881,154,626","148,156,155,156,189,163,163,3,164,164",180
2232,"462,237,800,734,762,904,727,750,155,497","126,267,156,137,267,156,126,219,284,128",146
4342,"800,758,87,363,158,679,904,596,881,11","156,189,153,128,156,153,156,3,3,156",67
635,"195,276,291,421,885,670,3,926,260,185","156,155,21,195,39,195,155,155,163,154",105
5501,"433,462,25,195,507,75,802,804,8,461","33,126,148,156,126,163,127,148,163,155",463
2464,"195,764,727,8,159,291,461,615,626,217","156,155,126,163,36,21,155,148,164,36",242
1918,"237,910,800,231,647,158,595,412,361,750","267,127,156,128,60,63,156,60,284,155,219",234
5925,"433,25,462,75,926,764,787,802,421,732","33,148,126,163,155,155,148,127,195,156",255
158,"25,87,8,764,284,758,75,59,754,787","148,153,163,155,165,189,163,164,155,148",318
2579,"237,377,618,884,901,375,802,434,334,762","267,155,44,44,127,54,127,129,129,267",226
3865,"433,800,884,389,75,904,669,740,421,213","33,156,44,39,163,156,126,36,195,163",78
5180,"433,25,507,787,365,87,600,462,913,8","33,148,126,148,42,153,56,126,219,163",315
1584,"433,462,87,195,75,758,101,787,465,276","33,126,153,156,163,189,163,148,114,155",413
5795,"433,195,764,911,655,185,276,421,50,885","33,156,155,154,156,154,155,195,154,39",227
4186,"462,25,802,764,669,365,507,421,727,804","126,148,127,155,126,42,126,195,126,148",98
1199,"387,433,800,884,221,237,600,764,276,461","60,33,156,44,60,267,56,155,155,155",341
3407,"433,764,75,926,740,645,676,123,673,439","33,155,163,155,36,154,155,36,154,153",334
3307,"800,764,195,284,59,75,676,123,554,885","156,155,156,165,164,163,155,36,165,39",247
1809,"462,25,802,764,727,804,806,231,676,295","126,148,127,155,126,148,128,128,155,127",130
3104,"387,377,800,764,899,758,195,618,284,901","60,155,156,155,169,189,156,44,165,127",363
729,"433,764,195,645,898,523,800,59,3,758","33,155,156,154,39,21,156,164,155,189",346
2093,"433,507,669,389,550,523,281,645,740,885","33,126,126,39,21,21,155,154,36,39",131
6053,"764,231,676,911,758,464,185,473,106,838","155,128,155,154,189,148,154,148,128,127",165
494,"802,727,645,363,214,281,673,295,76,83","127,126,154,128,127,155,154,127,36,126",50
518,"8,554,260,129,596,342,0,912,451,485","163,165,163,165,3,163,189,3,163,189",52
495,"462,146,3,873,913,421,776,214,670,227","126,137,155,42,219,195,267,127,195,219",117
3759,"433,195,284,758,75,231,519,89,885,911","33,156,165,189,163,128,148,42,39,154",437
3009,"462,25,195,237,800,911,676,885,762,758","126,148,156,267,156,154,155,39,267,189",516
4554,"387,433,462,237,885,87,231,727,615,25","60,33,126,267,39,153,128,126,148,148",569
165,"800,123,647,898,706,904,217,87,503,784","156,36,60,63,39,146,156,36,153,153,217",91
5383,"75,231,626,873,732,101,284,655,363,361","163,128,164,42,156,163,165,156,128,155",59
3053,"462,237,75,802,676,776,762,89,84,342","126,267,163,127,155,267,267,42,128,163",128
5218,"433,25,764,462,75,645,123,926,673,506","33,148,155,126,163,154,36,155,154,148",363
1417,"146,237,734,762,913,776,655,227,361,459","137,267,137,267,219,267,156,219,155,267",98
994,"433,462,800,195,237,903,550,124,421,902","33,126,156,156,267,129,21,117,195,117",340
2626,"387,146,884,433,734,439,389,727,231,519","60,137,44,33,137,153,39,126,128,148",628
2261,"387,25,433,800,146,195,734,764,316,237","60,148,33,156,137,156,137,155,60,63,267",641
5020,"462,802,764,727,214,3,676,185,497,83","126,127,155,126,127,155,155,154,128,126",55
5589,"433,800,764,885,8,389,676,281,158,911","33,156,155,39,163,39,155,155,156,154",181
2433,"387,462,800,412,158,884,697,806,97,705","60,126,156,284,156,44,60,128,39,44",228
3321,"433,195,800,926,587,439,389,185,263,421","33,156,156,155,3,153,39,154,156,195",124
4576,"25,75,626,706,464,787,473,202,101,691","148,163,164,146,148,148,148,153,163,153",93
5804,"764,507,802,75,101,804,214,89,626,873","155,126,127,163,163,148,127,42,164,42",178
5400,"800,195,461,158,645,926,670,439,655,276","156,156,155,156,154,155,195,153,156,155",101
3610,"433,25,507,910,75,884,669,8,101,758","33,148,126,127,163,44,126,163,163,189",600
5999,"433,462,146,800,600,195,237,618,377,727","33,126,137,156,56,156,267,44,155,126",372
2191,"433,800,25,884,195,712,804,681,158,734","33,156,148,44,156,44,148,125,156,137",166
6032,"433,462,800,195,727,885,916,507,802,217","33,126,156,156,126,39,117,126,127,36",227
3592,"387,764,8,758,626,697,59,202,587,346","60,155,163,189,164,60,164,153,3,148",150
4283,"387,697,854,647,776,245,564,595,835,609","60,60,176,60,63,267,217,114,60,39,56",84
4595,"764,75,758,519,626,59,513,182,342,451","155,163,189,148,164,164,148,153,163,163",98
3233,"462,507,802,231,260,519,473,764,676,804","126,126,127,128,163,148,148,155,155,148",196
3889,"462,764,8,727,732,804,913,600,615,434","126,155,163,126,156,148,219,56,148,129",261
5616,"195,507,365,926,669,8,776,554,263,885","156,126,42,155,126,163,267,165,156,39",96
5381,"433,389,885,550,363,185,439,926,383,184","33,39,39,21,128,154,153,155,189,36",102
1730,"433,462,25,87,507,75,600,8,195,284","33,126,148,153,126,163,56,163,156,165",406
505,"462,507,365,802,669,727,214,260,485,838","126,126,42,127,126,126,127,163,189,127",58
5884,"387,146,221,632,507,884,910,780,793,669","60,137,60,169,126,44,127,128,176,126",232
4198,"87,434,75,284,626,758,706,154,600,333","153,129,163,165,164,189,146,164,56,163",86
3877,"433,800,885,732,461,655,291,645,281,389","33,156,39,156,155,156,21,154,155,39",131
5528,"433,462,25,237,195,284,804,910,87,507","33,126,148,267,156,165,148,127,153,126",553
5711,"433,462,146,25,87,221,507,75,59,885","33,126,137,148,153,60,126,163,164,39",553
2466,"433,462,195,284,804,75,676,885,338,615","33,126,156,165,148,163,155,39,148,148",375
4681,"433,462,780,389,901,802,655,916,461,184","33,126,128,39,127,127,156,117,155,36",182
2930,"433,462,800,600,764,885,123,802,217,727","33,126,156,56,155,39,36,127,36,126",293
3100,"25,75,758,519,464,473,626,202,503,696","148,163,189,148,148,148,164,153,153,164",66
1699,"146,25,800,764,8,87,550,158,291,461","137,148,156,155,163,153,21,156,21,155",303
145,"146,25,800,237,507,8,764,600,758,926","137,148,156,267,126,163,155,56,189,155",500
5860,"25,195,764,645,800,911,758,898,59,655","148,156,155,154,156,154,189,39,164,156",354
4548,"462,146,237,507,734,941,421,3,873,838","126,137,267,126,137,154,195,155,42,127",184
3596,"433,462,25,237,87,434,804,389,550,267","33,126,148,267,153,129,148,39,21,269",256
3935,"195,764,926,276,911,655,50,554,40,485","156,155,155,155,154,156,154,165,3,189",141
1140,"507,669,523,645,281,365,439,676,655,165","126,126,21,154,155,42,153,155,156,164",149
169,"387,146,433,462,899,195,334,884,910,903","60,137,33,126,169,156,129,44,127,129",602
913,"800,764,195,676,911,389,740,281,421,439","156,155,156,155,154,39,36,155,195,153",165
5493,"462,25,146,75,732,676,804,885,615,507","126,148,137,163,156,155,148,39,148,126",544
4475,"764,8,461,75,112,901,59,338,732,754","155,163,155,163,175,127,164,148,156,155",199
1509,"387,462,377,780,910,806,802,123,401,727","60,126,155,128,127,128,127,36,174,126",594
172,"433,764,75,284,97,513,645,550,911,626","33,155,163,165,39,148,154,21,154,164",233
2987,"462,146,237,231,727,913,885,507,365,600","126,137,267,128,126,219,39,126,42,56",237
3235,"25,764,8,787,284,59,75,129,804,626","148,155,163,148,165,164,163,165,148,164",166
1558,"462,237,802,727,655,762,361,83,945,528","126,267,127,126,156,267,155,126,156,127",53
1700,"25,87,8,284,626,75,202,696,346,333","148,153,163,165,164,163,153,164,148,163",104
3394,"764,284,519,59,758,123,898,159,911,461","155,165,148,164,189,36,39,36,154,155",182
3096,"433,462,800,195,732,764,802,123,645,421","33,126,156,156,156,155,127,36,154,195",234
6097,"800,195,758,461,389,101,260,885,75,439","156,156,189,155,39,163,163,39,163,153",224
3202,"433,462,618,377,676,910,284,764,884,237","33,126,44,155,155,127,165,155,44,267",669
3710,"146,237,316,354,63,215,652,375,712,776","137,267,60,63,202,269,44,155,54,44,267",142
2690,"462,764,645,281,802,727,89,904,673,83","126,155,154,155,127,126,42,156,154,126",61
5487,"433,462,25,87,8,195,284,461,676,342","33,126,148,153,163,156,165,155,155,163",328
2869,"146,25,780,800,8,75,764,618,901,377","137,148,128,156,163,163,155,44,127,155",341
3937,"764,75,284,101,706,676,696,361,655,87","155,163,165,163,146,155,164,155,156,153",189
2104,"231,645,683,550,497,106,523,907,227,782","128,154,127,21,128,128,21,219,219,117",81
468,"433,462,800,764,802,291,8,389,911,740","33,126,156,155,127,21,163,39,154,36",187
541,"433,25,462,764,75,284,600,237,59,669","33,148,126,155,163,165,56,267,164,126",528
1834,"462,146,237,910,221,645,802,365,806,231","126,137,267,127,60,154,127,42,128,128",234
1383,"237,764,231,75,734,434,155,461,727,911","267,155,128,163,137,129,284,155,126,154",388
2883,"433,462,800,87,195,389,25,75,202,461","33,126,156,153,156,39,148,163,153,155",389
1595,"433,25,507,764,787,434,123,554,159,375","33,148,126,155,148,129,36,165,36,54",500
1084,"764,231,676,913,776,227,870,894,177,359","155,128,155,219,267,219,130,300,156,267",159
3835,"462,237,802,434,461,214,363,762,276,600","126,267,127,129,155,127,128,267,155,56",98
4837,"25,195,800,764,758,284,676,626,231,727","148,156,156,155,189,165,155,164,128,126",464
4873,"800,291,260,881,281,451,911,3,916,158","156,21,163,3,155,163,154,155,117,156",90
1403,"25,237,884,712,284,215,615,787,316,473","148,267,44,44,165,44,148,148,60,63,148",164
4945,"433,462,87,75,195,626,758,123,281,101","33,126,153,163,156,164,189,36,155,163",228
2523,"462,764,676,911,281,123,89,83,40,655","126,155,155,154,155,36,42,126,3,156",112
4724,"462,195,291,727,913,281,926,591,214,282","126,156,21,126,219,155,155,63,127,156",85
4070,"146,237,231,434,507,354,375,838,683,275","137,267,128,129,126,202,54,127,127,56",211
446,"462,802,764,727,913,676,214,281,227,328","126,127,155,126,219,155,127,155,219,39",68
3338,"462,25,758,669,519,507,365,506,473,464","126,148,189,126,148,126,42,148,148,148",123
3847,"146,25,800,237,884,221,275,926,758,910","137,148,156,267,44,60,56,155,189,127",323
6078,"433,75,800,389,740,421,8,670,158,904","33,163,156,39,36,195,163,195,156,156",67
5140,"25,87,8,764,284,758,519,587,473,804","148,153,163,155,165,189,148,3,148,148",278
5375,"433,764,389,159,676,885,465,260,740,3","33,155,39,36,155,39,114,163,36,155",108
5610,"462,764,146,884,25,284,87,237,507,926","126,155,137,44,148,165,153,267,126,155",653
66,"433,462,316,146,884,600,764,910,734,195","33,126,60,63,137,44,56,155,127,137,156",653
4215,"433,462,600,237,800,676,885,231,276,281","33,126,56,267,156,155,39,128,155,155",415
2333,"462,146,237,507,802,669,155,231,873,636","126,137,267,126,127,126,284,128,42,56",133
693,"462,25,507,802,804,361,676,338,764,461","126,148,126,127,148,155,155,148,155,155",270
1528,"462,25,75,764,676,804,727,202,326,403","126,148,163,155,155,148,126,153,146,153",106
5935,"146,25,195,231,519,758,260,911,284,626","137,148,156,128,148,189,163,154,165,164",383
655,"75,284,231,873,655,363,101,361,696,626","163,165,128,42,156,128,163,155,164,164",59
4537,"433,146,377,507,669,389,231,550,618,926","33,137,155,126,126,39,128,21,44,155",260
1568,"146,237,523,412,155,894,792,776,750,452","137,267,21,284,284,300,129,267,219,146",94
1069,"462,802,764,913,439,676,83,383,227,529","126,127,155,219,153,155,126,189,219,155",68
695,"25,507,75,59,669,804,8,626,260,129","148,126,163,164,126,148,163,164,163,165",164
3550,"433,25,507,462,87,802,898,237,97,691","33,148,126,126,153,127,39,267,39,153",275
2199,"462,195,764,8,87,626,291,461,59,217","126,156,155,163,153,164,21,155,164,36",340
4606,"764,75,284,626,101,679,676,706,461,276","155,163,165,164,163,153,155,146,155,155",74
2339,"87,758,691,804,342,0,169,92,182,787","153,189,153,148,163,189,164,148,153,148",63
282,"433,462,231,389,802,8,291,873,89,297","33,126,128,39,127,163,21,42,42,195",136
3788,"25,507,800,284,787,59,615,758,926,365","148,126,156,165,148,164,148,189,155,42",217
1603,"462,237,75,764,802,461,727,59,762,214","126,267,163,155,127,155,126,164,267,127",120
5436,"433,462,146,600,237,389,885,800,185,25","33,126,137,56,267,39,39,156,154,148",547
1957,"25,87,75,59,626,202,691,464,787,333","148,153,163,164,164,153,153,148,148,163",107
4080,"377,112,780,523,883,632,793,309,752,854","155,175,128,21,176,169,176,170,168,176",146
2737,"433,25,507,764,146,926,237,462,284,600","33,148,126,155,137,155,267,126,165,56",535
573,"433,25,462,146,237,926,732,669,523,75","33,148,126,137,267,155,156,126,21,163",547
1670,"433,25,910,764,195,237,75,734,389,334","33,148,127,155,156,267,163,137,39,129",644
4542,"462,25,146,800,237,507,365,926,902,898","126,148,137,156,267,126,42,155,117,39",397
2440,"433,75,926,740,800,676,732,758,195,439","33,163,155,36,156,155,156,189,156,153",287
5744,"462,25,146,237,910,8,87,221,764,158","126,148,137,267,127,163,153,60,155,156",586
2184,"237,8,155,734,503,421,3,792,787,758","267,163,284,137,153,195,155,129,148,189",131
4038,"764,802,727,913,676,645,89,281,214,27","155,127,126,219,155,154,42,155,127,175",68
2049,"25,802,676,804,231,727,528,862,806,758","148,127,155,148,128,126,127,195,128,189",122
3631,"764,732,412,363,873,945,2,676,84,655","155,156,284,128,42,156,3,156,155,128,156",65
2984,"433,462,146,237,732,158,655,802,600,8","33,126,137,267,156,156,156,127,56,163",420
3572,"800,59,75,231,683,732,696,904,64,2","156,164,163,128,127,156,164,156,56,3,156",76
1223,"433,25,462,75,800,59,123,764,732,804","33,148,126,163,156,164,36,155,156,148",400
6029,"462,146,780,884,112,910,231,377,806,913","126,137,128,44,175,127,128,155,128,219",393
4117,"87,8,159,706,346,276,898,473,464,881","153,163,36,146,148,155,39,148,148,3",156
3172,"462,802,550,159,902,898,750,363,762,187","126,127,21,36,117,39,219,128,267,33",145
2002,"433,462,25,87,507,75,802,804,727,782","33,126,148,153,126,163,127,148,126,117",268
2953,"25,87,8,284,75,461,519,676,754,615","148,153,163,165,163,155,148,155,155,148",243
15,"764,316,647,645,281,358,439,125,582,227","155,60,63,60,63,154,155,60,153,54,63,219",98
376,"433,25,507,75,523,59,898,461,764,740","33,148,126,163,21,164,39,155,155,36",412
873,"237,800,158,291,926,267,885,488,916,846","267,156,156,21,155,269,39,129,117,56",74
2911,"433,800,87,195,676,885,276,389,284,465","33,156,153,156,155,39,155,39,165,114",400
949,"433,519,389,461,8,926,676,276,941,554","33,148,39,155,163,155,155,155,154,165",127
891,"462,25,800,59,75,804,615,764,676,3","126,148,156,164,163,148,148,155,155,155",233
2500,"237,231,434,600,802,365,260,8,806,727","267,128,129,56,127,42,163,163,128,126",250
1468,"433,764,507,237,787,800,231,434,365,626","33,155,126,267,148,156,128,129,42,164",432
3480,"146,237,758,712,676,792,0,870,350,218","137,267,189,44,155,129,189,130,54,56",105
4363,"462,25,87,600,434,550,758,365,464,123","126,148,153,56,129,21,189,42,148,36",323
2837,"433,462,800,146,237,231,195,75,885,185","33,126,156,137,267,128,156,163,39,154",538
4483,"462,600,800,669,507,802,434,365,342,421","126,56,156,126,126,127,129,42,163,195",182
2931,"433,25,462,669,800,75,507,195,231,519","33,148,126,126,156,163,126,156,128,148",461
1356,"387,377,884,780,334,910,631,275,273,618","60,155,44,128,129,127,44,56,61,44",183
4019,"462,25,800,59,75,284,727,3,758,11","126,148,156,164,163,165,126,155,189,156",255
2229,"87,787,804,712,101,870,675,758,685,587","153,148,148,44,163,130,165,189,153,3",177
5044,"87,8,461,911,941,473,185,676,732,787","153,163,155,154,154,148,154,155,156,148",148
1638,"433,25,507,462,75,87,669,123,898,59","33,148,126,126,163,153,126,36,39,164",246
5167,"25,507,237,284,800,195,434,676,764,754","148,126,267,165,156,156,129,155,155,155",557
1374,"433,25,507,462,75,87,669,59,926,354","33,148,126,126,163,153,126,164,155,202",553
5938,"25,87,237,800,787,764,600,284,734,507","148,153,267,156,148,155,56,165,137,126",454
4452,"433,764,75,195,284,800,758,333,587,8","33,155,163,156,165,156,189,163,3,163",328
402,"507,365,550,754,902,802,363,83,564,214","126,42,21,155,117,127,128,126,114,127",97
2515,"462,25,237,712,195,732,276,473,762,941","126,148,267,44,156,156,155,148,267,154",267
1056,"387,25,237,75,676,59,762,338,281,754","60,148,267,163,155,164,267,148,155,155",247
2938,"433,25,764,462,146,237,734,898,195,506","33,148,155,126,137,267,137,39,156,148",535
421,"462,25,237,507,802,154,215,291,231,519","126,148,267,126,127,164,44,21,128,148",398
3969,"462,507,365,802,669,727,758,89,342,260","126,126,42,127,126,126,189,42,163,163",58
5848,"433,25,87,75,787,195,284,926,297,59","33,148,153,163,148,156,165,155,195,164",340
397,"433,462,75,123,87,898,59,926,764,421","33,126,163,36,153,39,164,155,155,195",355
4323,"462,507,231,669,727,806,764,676,683,64","126,126,128,126,126,128,155,155,127,56",134
935,"433,462,600,195,800,911,676,885,434,734","33,126,56,156,156,154,155,39,129,137",318
1366,"123,676,898,346,587,911,850,465,197,513","36,155,39,148,3,154,36,114,148,148",89
1686,"462,764,676,550,89,911,276,802,564,926","126,155,155,21,42,154,155,127,114,155",124
1248,"800,758,913,706,363,904,768,11,850,227","156,189,219,146,128,156,128,156,36,219",103
3588,"462,146,802,727,519,260,881,89,267,528","126,137,127,126,148,163,3,42,269,127",75
4883,"387,146,800,462,195,75,231,519,727,782","60,137,156,126,156,163,128,148,126,117",531
1715,"433,800,237,195,676,885,911,276,727,146","33,156,267,156,155,39,154,155,126,137",378
4935,"25,800,764,8,59,758,787,195,554,11","148,156,155,163,164,189,148,156,165,156",248
5564,"800,758,926,587,45,222,3,685,342,831","156,189,155,3,155,153,155,153,163,155",92
4209,"433,462,75,123,800,59,507,802,217,926","33,126,163,36,156,164,126,127,36,155",405
1563,"433,146,195,237,389,764,787,25,75,776","33,137,156,267,39,155,148,148,163,267",519
5890,"800,758,913,363,679,158,227,706,56,297","156,189,219,128,153,156,219,146,128,195",103
3981,"433,25,507,764,146,926,237,898,462,3","33,148,126,155,137,155,267,39,126,155",520
5320,"195,764,8,461,260,276,554,45,916,754","156,155,163,155,163,155,165,155,117,155",121
5057,"146,734,284,626,8,260,101,679,75,222","137,137,165,164,163,163,163,153,163,153",100
1431,"462,802,764,461,913,676,712,421,881,776","126,127,155,155,219,155,44,195,3,267",129
1993,"433,25,507,764,237,926,462,284,87,600","33,148,126,155,267,155,126,165,153,56",540
1725,"25,87,8,284,764,123,691,519,787,159","148,153,163,165,155,36,153,148,148,36",196
998,"462,25,237,87,764,802,626,804,600,913","126,148,267,153,155,127,164,148,56,219",239
4228,"462,25,800,87,507,75,802,123,8,461","126,148,156,153,126,163,127,36,163,155",549
5937,"387,146,433,462,800,221,334,885,727,389","60,137,33,126,156,60,129,39,126,39",370
934,"462,764,146,25,8,507,734,712,275,237","126,155,137,148,163,126,137,44,56,267",577
3409,"433,389,465,911,159,38,859,709,740,119","33,39,114,154,36,114,33,36,36,36",80
1800,"231,683,762,806,898,267,106,497,686,750","128,127,267,128,39,269,128,128,36,219",57
5036,"758,202,503,473,506,751,65,326,825,464","189,153,153,148,148,148,163,146,148,148",53
3557,"195,764,231,155,727,913,461,76,412,507","156,155,128,284,126,219,155,36,284,126",304
3939,"87,519,706,281,297,685,850,629,82,673","153,148,146,155,195,153,36,148,195,154",64
449,"433,25,507,764,146,926,898,237,365,600","33,148,126,155,137,155,39,267,42,56",541
88,"433,462,195,727,885,231,676,764,214,911","33,126,156,126,39,128,155,155,127,154",276
944,"433,462,195,284,804,600,727,913,679,75","33,126,156,165,148,56,126,219,153,163",447
3881,"25,75,284,787,59,758,519,342,485,154","148,163,165,148,164,189,148,163,189,164",118
3923,"433,25,462,75,87,669,59,434,124,237","33,148,126,163,153,126,164,129,117,267",313
3243,"433,462,146,237,25,221,8,195,284,275","33,126,137,267,148,60,163,156,165,56",553
1634,"433,462,25,87,195,284,727,615,626,885","33,126,148,153,156,165,126,148,164,39",316
5722,"764,75,284,758,426,732,911,59,754,128","155,163,165,189,175,156,154,164,155,175",139
4172,"25,75,758,284,154,473,101,523,629,675","148,163,189,165,164,148,163,21,148,165",99
1498,"433,764,123,8,800,291,758,626,461,284","33,155,36,163,156,21,189,164,155,165",332
