user_id,seed,sampled_q_ids,sampled_subject_ids,student_total_questions
2938,100,"376,742,133,688,165,469,344,405,16,539","164,164,163,164,164,163,163,154,164,148",535
1563,100,"133,417,574,435,101,169,88,129,304,165","163,165,164,165,163,164,164,165,164,164",519
3981,100,"190,154,616,101,157,276,405,349,505,46","163,164,164,163,163,163,155,154,127,163,164,156",520
1993,100,"451,688,59,190,616,367,634,157,16,86","163,164,164,163,164,163,165,163,163,164,164",540
4228,100,"451,505,626,8,574,921,826,435,696,469","163,163,164,164,163,164,163,164,165,164,163",549
934,100,"896,284,616,753,535,165,16,157,75,369","165,165,163,164,164,164,164,163,163,163",577
449,100,"896,417,133,59,449,688,154,165,213,435","165,165,163,164,165,164,164,164,163,165",541
944,100,"896,376,616,785,8,101,369,826,554,714","165,164,163,163,163,163,163,164,165,163",447
3243,100,"616,86,626,535,8,369,805,260,333,75","163,164,164,164,163,163,164,163,163,163",553
889,100,"376,505,391,535,165,469,714,816,88,696","164,163,164,163,164,164,163,163,164,164,164",519
3540,100,"896,342,190,688,260,154,59,276,405,616","165,163,163,164,164,163,164,164,155,154,163",553
2861,100,"133,342,190,921,449,785,805,616,213,714","163,163,163,164,163,165,163,164,163,163,163",412
4748,100,"417,165,16,8,816,75,101,785,213,304","165,164,164,163,164,163,163,163,163,164",521
3532,100,"505,417,391,165,826,59,714,486,688,260","163,164,165,163,164,164,164,163,164,164,163",528
1764,100,"376,417,101,8,753,714,688,449,65,260","164,165,163,163,164,163,164,165,163,163",541
1614,100,"133,469,626,8,169,333,826,921,129,805","163,163,164,163,164,163,164,163,165,164",571
5452,100,"284,616,190,157,86,369,16,213,165,574","165,163,163,164,163,164,163,164,163,164,164",519
5139,100,"451,417,342,8,626,88,486,435,369,505","163,165,163,163,164,164,164,165,163,163,164",472
2840,100,"284,753,626,8,101,169,469,554,805,890","165,164,164,163,163,164,163,165,164,164",355
2905,100,"451,417,616,86,260,344,829,213,505,101","163,165,163,164,163,163,163,163,163,164,163",628
1538,100,"896,342,133,8,367,165,826,435,52,816","165,163,163,163,165,164,164,165,163,164,164",494
681,100,"896,505,391,133,753,165,696,816,59,805","165,163,164,163,163,164,164,164,164,164,164",514
2101,100,"451,342,626,535,826,785,333,714,829,816","163,163,164,164,164,163,163,163,163,164",574
5250,100,"376,284,616,344,634,157,574,405,539,46","164,165,163,163,163,163,164,154,148,156",338
2710,100,"284,59,65,688,211,369,133,829,367,276","165,164,163,164,163,163,163,163,165,155",520
3446,100,"133,190,344,829,59,16,714,574,157,435","163,163,164,163,163,164,164,163,164,163,165",519
1057,100,"896,284,449,469,688,367,554,75,169,213","165,165,165,163,164,165,165,163,164,163",543
671,100,"376,342,451,469,921,133,449,88,369,367","164,163,163,163,163,163,165,164,163,165",460
185,100,"896,376,451,284,59,75,16,213,367,505","165,164,163,165,164,163,164,163,165,163,164",720
622,100,"451,688,211,154,574,367,405,276,495,182","163,164,163,164,164,165,154,155,156,153",535
2367,100,"688,211,574,634,405,539,349,213,34,646","164,163,164,163,154,148,127,163,156,155",398
717,100,"254,417,418,188,101,826,598,168,505,75","164,165,164,165,163,164,165,165,163,164,163",461
5110,100,"284,133,154,260,75,342,785,157,16,435","165,163,164,163,163,163,163,163,164,165",349
2548,100,"376,417,505,59,190,86,840,616,52,16","164,165,163,164,164,163,164,164,163,163,163,164,164",228
5210,100,"451,753,616,16,165,785,535,88,816,805","163,164,163,164,164,163,164,164,164,164",523
2654,100,"896,376,59,190,284,369,165,157,405,829","165,164,164,163,164,165,163,164,163,154,163",541
5074,100,"451,505,616,165,785,333,826,486,805,304","163,163,164,163,164,163,163,164,164,164,164",553
4457,100,"376,451,742,154,803,276,182,163,86,753","164,163,164,164,148,155,153,163,164,164",690
1462,100,"616,260,369,574,344,785,165,8,921,696","163,163,163,164,163,163,164,163,163,164",554
1213,100,"133,342,417,505,391,333,921,88,574,129","163,163,165,163,164,163,163,163,164,164,165",644
1760,100,"896,376,284,154,157,101,367,213,840,405","165,164,165,164,163,163,165,163,163,154",600
1298,100,"284,616,154,742,86,344,369,211,101,213","165,163,164,164,164,163,163,163,163,163",430
2094,100,"190,742,86,574,75,714,367,369,213,405","163,164,164,164,164,163,163,165,163,163,154",537
3549,100,"284,190,211,154,75,634,369,574,417,829","165,163,164,163,164,163,163,163,164,165,163",633
5694,100,"133,417,829,86,16,260,367,369,449,88","163,165,163,164,164,163,165,163,165,164",606
112,100,"223,578,451,254,422,189,665,482,42,376","165,163,163,164,163,165,164,164,176,164",749
3791,100,"376,451,133,391,469,688,829,165,101,535","164,163,163,163,163,164,163,164,163,164",639
1269,100,"451,574,344,157,165,211,367,75,535,634","163,164,163,163,164,163,165,163,164,163",476
4216,100,"451,417,284,505,391,169,535,333,616,213","163,165,165,163,164,163,164,164,163,163,163",553
1837,100,"896,688,616,59,260,417,435,391,213,88","165,164,163,164,163,165,165,163,163,164",499
2380,100,"616,742,211,367,65,75,405,539,279,276","163,164,163,165,163,163,154,148,33,155",535
2786,100,"451,417,395,626,101,188,391,369,168,486","163,165,165,164,163,165,163,163,165,164",691
3513,100,"896,133,451,535,8,169,785,840,805,486","165,163,163,164,163,164,163,163,164,164",523
111,100,"451,417,342,921,101,449,435,165,696,505","163,165,163,163,163,165,165,164,164,163,164",598
4671,100,"376,451,921,616,52,435,59,714,554,826","164,163,163,163,163,164,165,164,163,165,164",553
1507,100,"133,616,469,65,714,75,290,574,405,276","163,163,163,163,163,163,3,164,154,155",634
3266,100,"753,154,190,65,75,405,276,182,495,80","164,164,163,164,163,163,154,155,153,156,155",579
3187,100,"376,417,688,505,753,391,714,554,367,86","164,165,164,163,164,164,163,163,165,165,164",374
5211,100,"376,211,616,714,369,816,829,626,405,276","164,163,163,163,163,164,163,164,154,155",541
2831,100,"505,626,688,154,714,616,165,435,88,369","163,164,164,164,164,163,163,164,165,164,163",513
2347,100,"451,284,342,16,616,165,154,369,634,696","163,165,163,164,163,164,164,163,163,164",555
5507,100,"469,342,554,101,169,826,486,165,129,890","163,163,165,163,164,164,164,164,165,164",519
5544,100,"451,417,616,190,16,574,157,52,714,554","163,165,163,163,164,164,164,163,163,164,163,165",720
2914,100,"284,342,449,554,59,574,65,86,213,211","165,163,165,165,164,164,163,164,163,163",559
5496,100,"896,376,753,344,634,714,101,816,405,923","165,164,164,163,163,163,163,164,154,195",530
1138,100,"376,284,133,505,626,165,826,213,369,333","164,165,163,163,164,164,164,164,163,163,163",535
4419,100,"376,417,783,626,616,190,16,169,86,753","164,165,165,164,163,163,164,164,164,164,164",627
3276,100,"133,342,626,616,714,16,260,101,435,816","163,163,164,163,163,164,163,163,165,164",569
1047,100,"223,7,578,888,418,899,352,864,126,52","165,165,163,163,164,169,170,163,165,163,164",782
2918,100,"896,133,574,921,535,435,367,696,826,88","165,163,164,163,164,165,165,164,164,164",634
1378,100,"451,284,190,260,211,369,157,634,16,505","163,165,163,164,163,163,163,163,163,164,163,164",588
1389,100,"376,284,154,469,344,367,505,616,290,785","164,165,164,163,163,165,163,164,163,3,163",618
4400,100,"376,342,391,101,449,486,129,921,369,213","164,163,163,163,165,164,165,163,163,163",654
565,100,"896,482,417,376,574,391,688,626,921,190","165,164,165,164,164,163,164,164,163,163,164",640
5627,100,"451,688,260,742,157,165,101,154,369,52","163,164,163,164,163,164,163,164,163,163,164",669
5456,100,"896,665,342,626,35,59,688,376,391,505","165,164,163,164,163,164,164,164,163,163,164",611
123,100,"376,260,753,65,16,391,626,634,449,75","164,163,164,163,164,163,164,163,165,163",466
3482,100,"284,190,391,260,616,921,816,86,344,75","165,163,164,163,163,163,163,164,164,163,163",547
6033,100,"896,451,574,190,505,16,133,803,584,279","165,163,164,163,164,163,164,164,163,148,117,33",661
5560,100,"451,742,344,688,803,456,353,913,349,646","163,164,163,164,148,269,63,219,127,155",616
4723,100,"896,417,505,449,688,157,816,342,65,88","165,165,163,164,165,164,163,164,163,163,164",498
1525,100,"896,376,451,276,86,284,65,469,634,405","165,164,163,155,164,165,163,163,163,154",600
3854,100,"469,417,688,829,626,157,165,535,634,840","163,165,164,163,164,163,164,164,163,163",544
184,100,"284,417,535,165,688,816,829,714,785,369","165,165,164,164,164,164,163,163,163,163",645
1025,100,"284,133,391,8,169,554,16,129,88,816","165,163,163,163,164,165,164,165,164,164",535
4422,100,"896,376,342,52,785,449,304,696,435,505","165,164,163,163,164,163,165,164,164,165,163,164",374
2100,100,"753,342,133,616,157,688,535,65,829,165","164,163,163,163,163,164,164,163,163,164",371
2034,100,"284,505,59,190,260,742,633,864,616,86","165,163,164,164,163,164,163,164,163,163,163,164",485
1554,100,"469,342,8,101,88,333,369,714,16,129","163,163,163,163,164,163,163,163,164,165",612
3938,100,"376,342,626,391,574,284,451,505,616,133","164,163,164,163,164,165,163,163,164,163,163",688
3315,100,"451,417,342,626,284,101,133,753,554,469","163,165,163,164,165,163,163,164,165,163",541
966,100,"260,59,369,574,449,921,634,554,840,213","163,164,163,164,165,163,163,165,163,163",510
4238,100,"896,376,190,86,65,75,539,349,803,367","165,164,163,164,164,163,163,148,127,148,165",521
3693,100,"451,417,284,742,449,165,86,634,101,435","163,165,165,164,165,164,164,163,163,165",463
1674,100,"284,190,753,505,417,714,342,688,435,154","165,163,164,164,163,164,165,163,163,164,165,164",640
4816,100,"254,451,284,59,16,785,8,168,554,816","164,163,165,164,164,163,163,165,165,164",550
4352,100,"451,133,86,349,276,405,539,279,182,495","163,163,164,127,155,154,148,33,153,156",535
2677,100,"896,376,688,65,154,163,75,260,276,702","165,164,164,163,164,163,163,163,155,176",796
3486,100,"376,665,482,190,133,417,921,169,356,826","164,164,164,163,164,163,165,163,164,164,164",702
796,100,"451,417,783,101,188,165,805,88,16,391","163,165,165,163,165,164,164,164,164,163",635
5561,100,"578,417,783,188,8,342,7,101,505,88","163,165,165,165,163,163,165,163,163,164,164",509
2917,100,"451,342,133,260,59,714,157,290,165,75","163,163,163,163,164,163,163,3,164,163",519
4277,100,"896,376,342,505,133,52,554,333,367,805","165,164,163,163,164,163,163,164,165,163,165,164",563
444,100,"284,154,688,86,714,344,816,213,435,290","165,164,164,164,163,163,164,163,165,3",526
2078,100,"753,342,154,157,634,714,785,88,344,449","164,163,164,163,163,163,163,164,163,165",516
2781,100,"451,616,190,753,469,211,840,16,626,405","163,163,163,164,164,163,163,163,164,164,154",555
1503,100,"451,417,342,8,626,169,165,785,435,505","163,165,163,163,164,164,164,163,165,163,164",553
2961,100,"896,451,75,284,163,157,626,554,391,8","165,163,163,165,163,163,164,165,163,163",678
2627,100,"376,665,391,8,698,356,419,98,269,940","164,164,163,163,176,164,176,164,176,176",689
4492,100,"133,688,742,469,165,391,785,101,554,369","163,164,164,163,164,163,163,163,165,163",531
4858,100,"896,616,451,753,921,829,165,785,435,714","165,163,163,164,163,163,164,163,165,163",594
1041,100,"284,133,626,921,101,826,486,367,129,805","165,163,164,163,163,164,164,165,165,164",669
987,100,"896,482,665,126,626,505,451,86,829,189","165,164,164,165,164,163,164,163,164,163,165",690
432,100,"376,342,133,211,816,290,344,405,276,626","164,163,163,163,164,3,163,154,155,164",507
970,100,"896,342,451,284,505,574,16,8,157,367","165,163,163,165,163,164,164,164,163,163,165",394
6147,100,"284,342,469,59,921,785,449,391,16,696","165,163,163,164,163,163,165,163,164,164",576
1709,100,"223,417,665,816,211,482,505,342,626,449","165,165,164,164,163,164,163,164,163,164,165",682
4088,100,"451,742,190,505,154,753,59,469,344,290","163,164,163,164,163,164,164,164,164,163,163,3",479
5126,100,"451,133,753,616,688,469,65,260,367,405","163,163,164,163,164,163,163,163,165,154",498
464,100,"753,626,391,574,157,688,535,8,65,805","164,164,163,164,163,164,164,163,163,164",608
4325,100,"86,626,688,260,65,75,574,405,276,290","164,164,164,163,163,163,164,154,155,3",571
2211,100,"578,342,356,447,482,742,451,254,896,42","163,163,164,164,164,164,163,164,165,176",717
2618,100,"896,342,816,86,65,154,714,369,75,840","165,163,164,164,163,164,163,163,163,163",586
4940,100,"284,417,753,469,449,714,554,75,435,369","165,165,164,163,165,163,165,163,165,163",601
1823,100,"133,190,469,367,785,805,714,213,535,86","163,163,164,163,165,163,164,163,163,164,164",612
2795,100,"896,417,133,921,391,169,840,367,86,157","165,165,163,163,163,164,163,165,164,163",510
2949,100,"896,469,753,785,88,449,435,840,367,16","165,163,164,163,164,165,165,163,165,164",600
4827,100,"376,505,344,65,574,211,260,469,405,276","164,163,164,163,163,164,163,163,163,154,155",412
1788,100,"223,100,896,451,284,190,524,35,8,574","165,165,165,163,165,163,164,165,163,163,164",187
3462,100,"451,616,574,65,133,344,86,157,405,391","163,163,164,163,163,163,164,163,154,163",539
2322,100,"447,254,65,168,829,688,773,190,367,86","164,164,163,165,163,164,164,163,164,165,164",693
248,100,"753,342,133,86,505,626,154,344,88,616","164,163,163,164,163,164,164,164,163,164,163",612
4017,100,"376,742,284,154,344,688,59,133,213,714","164,164,165,164,163,164,164,163,163,163",519
767,100,"896,342,391,284,921,826,486,133,190,714","165,163,163,165,163,164,164,163,163,164,163",582
4698,100,"284,417,133,505,101,449,169,165,88,369","165,165,163,163,164,163,165,164,164,164,163",553
35,100,"284,133,163,190,626,154,344,714,75,290","165,163,163,163,164,164,164,163,163,163,3",620
2148,100,"896,376,342,505,574,391,165,260,52,616","165,164,163,163,164,164,163,164,163,163,164,163",520
5579,100,"896,417,133,451,505,342,469,284,86,626","165,165,163,163,163,164,163,163,165,164,164",585
5580,100,"451,190,783,574,753,921,86,829,449,213","163,163,164,165,164,164,163,164,163,165,163",608
1109,100,"896,417,133,8,435,157,840,816,260,65","165,165,163,163,165,163,163,164,163,163",555
2923,100,"376,133,505,616,785,829,435,367,344,634","164,163,163,164,163,163,163,165,165,163,163",669
1172,100,"451,505,133,449,190,840,369,696,367,129","163,163,164,163,165,163,164,163,163,164,165,165",506
714,100,"376,284,574,435,75,688,742,157,260,369","164,165,164,165,163,164,164,163,163,163",380
5558,100,"133,469,154,742,65,157,405,456,353,213","163,163,164,164,163,163,154,269,63,163",561
3945,100,"376,284,59,753,190,260,276,290,405,539","164,165,164,164,163,164,163,155,3,154,148",582
730,100,"451,505,190,101,554,785,486,367,696,826","163,163,164,163,164,163,165,163,164,165,164,164",572
3475,100,"896,417,753,211,344,816,101,634,16,405","165,165,164,163,163,164,163,163,164,154",547
932,100,"896,626,574,8,785,88,367,333,129,696","165,164,164,163,163,164,165,163,165,164",568
2062,100,"284,616,688,133,574,714,211,921,342,290","165,163,164,163,164,163,163,163,163,3",380
3456,100,"896,376,626,785,449,52,486,826,369,129","165,164,164,163,165,163,164,164,164,163,165",545
1046,100,"133,190,626,391,449,574,52,333,826,486","163,163,164,164,163,165,164,163,164,163,164,164",401
2726,100,"342,260,86,65,16,742,211,921,449,101","163,163,164,163,164,164,163,163,165,163",546
3852,100,"505,342,8,157,469,449,829,59,260,785","163,164,163,163,163,163,165,163,164,163,163",531
5016,100,"896,86,574,284,344,59,367,211,405,276","165,164,164,165,163,164,165,163,154,155",264
3507,101,"896,376,59,133,284,260,688,574,469,535","165,164,164,163,165,163,164,164,163,164",531
5784,101,"376,451,742,190,753,405,816,626,714,279","164,163,164,163,164,164,154,164,164,163,33",490
5424,101,"896,626,505,469,88,16,696,816,213,129","165,164,163,164,163,164,164,164,164,163,165",535
5481,101,"376,451,154,753,742,75,65,714,626,554","164,163,164,164,164,163,163,163,164,165",553
4511,101,"896,376,59,753,133,469,342,505,101,554","165,164,164,164,163,163,163,163,164,163,165",612
5430,101,"376,753,469,574,391,165,190,369,785,88","164,164,163,164,163,164,163,164,163,163,164",546
2873,101,"896,284,133,469,8,391,714,449,16,805","165,165,163,163,163,163,163,165,164,164",477
1235,101,"896,451,133,753,469,921,616,165,714,535","165,163,163,164,163,163,163,164,163,164",494
4355,101,"376,342,417,133,665,391,626,98,356,554","164,163,165,163,164,163,164,164,164,165",586
3184,101,"376,742,616,133,469,65,714,634,101,16","164,164,163,163,163,163,163,163,163,164",535
2179,101,"896,417,626,574,165,133,391,101,369,157","165,165,164,164,164,163,163,163,163,163",352
3210,101,"616,342,59,449,554,101,826,805,88,304","163,163,164,165,165,163,164,164,164,164",544
4486,101,"451,417,86,449,65,154,742,367,213,101","163,165,164,165,163,164,164,165,163,163",519
633,101,"505,742,688,75,65,469,714,405,276,634","163,164,164,164,163,163,163,163,154,155,163",508
1430,101,"578,133,626,59,65,742,16,634,165,391","163,163,164,164,163,164,164,163,164,163",412
1133,101,"896,75,344,65,539,157,803,133,753,405","165,163,163,163,148,163,148,163,164,154",361
5148,101,"505,742,59,86,260,154,688,157,634,803","163,164,164,164,164,163,164,164,163,163,148",556
64,101,"133,342,8,59,829,86,742,391,75,333","163,163,163,164,163,164,164,163,163,163",494
5501,101,"451,417,284,505,574,449,554,369,714,469","163,165,165,163,164,164,165,165,163,163,163",463
1584,101,"284,86,59,344,688,539,46,349,803,523","165,164,164,163,164,148,156,127,148,21",413
3104,101,"100,342,505,141,65,753,574,86,189,344","165,163,163,164,165,163,164,164,164,165,163",363
729,101,"753,469,211,405,65,714,276,182,495,634","164,163,163,154,163,163,155,153,156,163",346
4554,101,"505,417,342,785,574,554,333,435,840,16","163,164,165,163,163,164,165,163,165,163,164",569
2626,101,"753,342,133,469,505,449,696,8,16,101","164,163,163,163,163,164,165,164,163,164,163",628
2261,101,"376,451,154,65,803,349,260,344,405,456","164,163,164,163,148,127,163,163,154,269",641
5528,101,"190,505,574,921,535,449,826,554,333,304","163,164,163,164,164,163,164,165,164,165,163,164",553
5711,101,"896,417,505,8,753,435,921,391,101,86","165,165,163,164,163,164,165,163,163,163,164",553
2466,101,"376,451,742,211,753,505,469,342,165,367","164,163,164,163,164,163,164,163,163,164,165",375
145,101,"505,344,714,342,829,626,157,367,16,213","163,164,163,163,163,163,164,163,165,164,163",500
5860,101,"451,59,505,367,634,290,449,52,405,599","163,164,163,164,165,163,3,165,163,164,154,155",354
5493,101,"451,284,86,190,626,714,785,169,435,554","163,165,164,163,164,164,163,163,164,165,165",544
3202,101,"896,163,260,753,276,59,702,190,405,479","165,163,163,164,155,164,176,163,164,154,163",669
541,101,"896,376,284,574,133,59,165,333,169,435","165,164,165,164,163,164,164,163,164,165",528
2883,101,"284,417,342,708,666,65,189,921,435,367","165,165,163,165,175,163,165,163,165,165",389
1595,101,"376,342,574,616,16,86,688,714,449,921","164,163,164,163,164,164,164,163,165,163",500
4837,101,"753,417,688,16,469,714,367,344,59,75","164,165,164,164,163,163,165,163,164,163",464
5610,101,"163,505,469,190,391,260,133,816,829,554","163,163,164,163,163,164,163,163,163,164,163,165",653
66,101,"163,417,449,816,344,634,574,435,86,75","163,165,165,164,163,163,164,165,164,163",653
5436,101,"896,284,469,213,369,16,829,88,921,405","165,165,163,163,163,164,163,164,163,154",547
2737,101,"451,505,469,742,190,65,344,59,634,367","163,163,164,163,164,163,164,163,163,164,163,165",535
573,101,"896,688,154,284,505,417,16,213,157,626","165,164,164,165,163,164,165,164,163,163,164",547
1670,101,"376,451,417,168,753,284,783,921,190,449","164,163,165,165,164,165,165,163,163,164,165",644
5744,101,"896,376,451,284,417,342,626,101,785,88","165,164,163,165,165,163,164,163,163,164",586
1223,101,"376,753,86,391,626,435,616,714,169,696","164,164,164,163,164,165,163,163,164,164",400
376,101,"451,417,688,469,714,449,65,369,344,435","163,165,164,163,163,165,163,163,163,165",412
2837,101,"896,626,505,391,52,165,88,369,805,840","165,164,163,164,163,163,164,164,164,163,164,163",538
2931,101,"100,451,482,574,344,616,505,342,101,8","165,163,164,164,163,163,163,164,163,163,163",461
1374,101,"451,342,753,86,16,449,535,369,696,101","163,163,164,164,164,165,164,163,164,163",553
2938,101,"376,451,753,86,714,75,190,405,290,816","164,163,164,164,163,163,163,164,154,3,164",535
1563,101,"896,626,505,921,449,101,785,554,129,16","165,164,163,164,163,165,163,163,165,165,164",519
3981,101,"451,154,284,344,816,405,290,16,165,417","163,164,165,163,164,154,3,164,164,165",520
1993,101,"753,59,133,211,626,65,505,405,276,182","164,164,163,163,164,163,163,164,154,155,153",540
4228,101,"896,376,284,921,535,52,554,890,190,75","165,164,165,163,164,163,164,165,164,163,164,163",549
934,101,"86,714,391,816,260,369,921,52,840,101","164,163,163,164,163,163,163,163,164,163,163",577
449,101,"896,376,59,133,574,86,65,154,88,634","165,164,164,163,164,164,163,164,164,163",541
944,101,"284,417,626,101,367,169,449,129,890,369","165,165,164,163,165,164,165,165,164,163",447
3243,101,"505,469,8,391,535,333,88,696,129,369","163,164,163,163,163,164,163,164,164,165,163",553
889,101,"190,688,469,260,75,405,276,829,290,840","163,164,164,163,163,163,154,155,163,3,163",519
3540,101,"896,133,451,190,688,211,154,75,405,276","165,163,163,163,164,164,163,164,163,154,155",553
2861,101,"284,133,626,753,52,714,369,805,190,16","165,163,164,164,163,164,163,163,164,163,164,164",412
4748,101,"896,284,574,921,133,165,333,486,469,213","165,165,164,163,163,164,163,164,163,163",521
3532,101,"376,417,165,535,8,753,52,101,169,157","164,165,164,164,163,164,163,164,163,164,163",528
1764,101,"376,451,626,574,505,101,826,696,75,616","164,163,164,164,163,164,163,164,164,163,163",541
1614,101,"451,469,616,165,535,169,129,816,890,369","163,163,163,164,164,164,165,164,164,163",571
5452,101,"896,451,133,753,469,344,59,505,417,616","165,163,163,164,163,163,164,163,164,165,163",519
5139,101,"896,133,616,165,59,714,169,333,805,486","165,163,163,164,164,163,164,163,164,164",472
2840,101,"896,284,616,391,714,921,554,157,840,86","165,165,163,163,163,163,165,163,163,164",355
2905,101,"753,133,190,505,86,344,211,816,367,75","164,163,163,164,163,164,164,163,163,164,165,163",628
1538,101,"896,417,626,535,101,369,505,714,284,133","165,165,164,164,163,163,163,164,163,165,163",494
681,101,"376,451,626,391,505,574,616,469,805,169","164,163,164,163,163,164,164,163,163,164,164",514
2101,101,"342,574,8,840,742,154,369,367,211,65","163,164,163,163,164,164,163,165,163,163",574
5250,101,"376,284,86,688,634,505,626,840,290,829","164,165,164,164,163,163,164,164,163,3,163",338
2710,101,"896,284,616,59,86,742,260,535,816,688","165,165,163,164,164,164,163,164,164,164",520
3446,101,"376,133,449,688,16,154,157,435,88,65","164,163,165,164,164,164,163,165,164,163",519
1057,101,"376,342,451,742,753,75,469,16,405,290","164,163,163,164,164,163,163,164,154,3",543
671,101,"451,417,616,86,190,505,714,157,369,435","163,165,163,164,163,164,163,164,163,163,163,165",460
185,101,"896,376,742,451,574,65,616,864,75,634","165,164,164,163,164,163,163,163,163,163",720
622,101,"376,133,59,742,190,157,75,921,391,260","164,163,164,164,163,164,163,163,163,163,163",535
2367,101,"753,688,59,190,157,75,101,634,405,213","164,164,164,163,164,163,163,163,163,154,163",398
717,101,"578,417,395,188,254,505,333,921,696,284","163,165,165,165,164,163,164,163,163,164,165",461
5110,101,"133,742,154,574,505,59,344,634,101,829","163,164,164,164,163,164,164,163,163,163,163",349
2548,101,"376,190,626,554,826,333,367,88,890,213","164,163,164,164,165,164,163,165,164,164,163",228
