user_id,sampled_q_ids,sampled_subject_ids,student_total_questions
4486,"617,267,119,494,433,233,51,520,522,672","33,3,36,136,269,148,117,127",519
5752,"1,267,680,484,402,526,35,852,520,655","163,172,269,156,155,127,63",53
3809,"119,678,587,749,572,745,371,242,433,38","33,3,36,39,114,155",58
5144,"448,484,935,433,916,38,187,934,808,794","129,33,3,39,114,117,21,127",233
4402,"151,569,187,662,520,823,815,700,683,89","33,130,42,127,220,58,219,60,126,63",237
5991,"494,267,887,404,862,434,4,159,379,761","129,3,195,36,39,269,114,148,56,127",351
574,"617,119,380,677,423,230,46,856,439,586","36,39,137,114,148,153,156",483
534,"494,267,887,404,204,235,550,391,0,748","3,163,267,269,114,148,21,189",312
633,"494,261,38,177,808,449,639,672,634,828","163,165,39,136,114,148,153,155,156,189",508
4056,"638,547,736,45,327,463,599,509,50,676","154,155,148,189",50
1430,"617,267,380,936,84,18,230,661,586,307","128,163,164,137,42,269,114,148,284,156",412
3962,"617,53,627,640,486,624,169,338,754,92","164,155,148",51
1133,"617,119,678,494,183,261,850,808,435,111","36,165,39,148,153,155",361
5148,"604,554,183,489,194,609,85,862,45,325","195,165,137,269,56,155,156",556
1013,"604,267,380,862,54,310,18,5,734,589","33,195,36,137,44,269,156",382
2420,"600,935,198,51,689,89,802,855,811,727","128,129,3,42,148,117,56,126,127",69
4614,"11,183,850,76,463,193,794,311,658,858","195,36,39,21,155,156",80
64,"552,119,678,194,297,326,261,638,433,38","33,195,36,137,146,114,153,154,155,63",494
658,"494,183,402,736,650,742,634,828,312,3","163,164,148,155,189",180
2232,"267,540,526,171,712,750,823,815,700,683","128,44,269,127,54,219,220,126,63",146
4342,"494,11,145,297,446,583,158,800,684,904","3,195,148,153,156",67
635,"183,638,785,678,91,732,945,45,862,833","163,195,154,155,156",105
5501,"11,261,554,448,297,101,226,159,500,46","3,195,165,163,36,146,153,155,156",463
2464,"617,678,326,297,545,325,761,241,46,856","195,39,146,148,155,156,127",242
1918,"604,267,341,91,219,587,565,732,862,534","3,195,267,269,270,56,156",234
5925,"494,119,678,11,638,233,626,475,819,449","3,36,164,165,148,154,155,156",255
158,"604,617,380,862,455,46,500,93,599,605","195,137,269,148,155,156,61",318
2579,"604,540,484,839,535,783,919,167,857,761","3,164,165,267,269,54,60,127",226
3865,"11,119,669,862,310,856,142,904,351,18","195,36,39,56,156,126",78
5180,"448,484,38,808,116,304,823,231,828,815","128,3,164,39,114,220,189,126,127",315
1584,"617,554,484,638,433,38,187,177,736,51","33,165,114,148,117,154,155,156,127",413
5795,"11,554,38,934,736,794,816,676,457,539","164,165,39,114,148,21,155,156",227
4186,"494,91,887,669,391,446,0,448,484,30","3,195,163,148,21,189,126,127",98
1199,"23,183,935,232,917,600,11,595,297,380","129,195,137,267,156,56,155,60,125",341
3407,"617,119,887,945,868,587,678,494,11,261","3,36,148,153,155,156",334
3307,"617,119,678,297,732,325,2,423,371,234","195,36,3,39,148,155,156",247
1809,"494,448,806,736,116,274,639,202,231,634","128,3,163,148,153,155",130
3104,"839,318,479,319,73,283,369,742,634,828","3,163,195,164,172,176,189",363
729,"448,119,678,297,326,446,219,183,638,233","3,36,195,146,154,155,156",346
2093,"183,484,453,808,6,207,563,83,118,51","33,39,114,148,117,154,155,126,127",131
6053,"494,326,91,838,669,887,39,49,448,261","128,195,3,146,148,153,126,127",165
494,"484,834,39,545,49,265,27,52,214,761","128,163,36,164,39,175,127",50
518,"494,554,448,129,887,525,819,816,22,634","3,164,165,163,148,189",52
495,"267,91,609,49,677,235,384,45,265,39","128,195,267,269,56,155,156",117
3759,"617,119,380,677,423,230,500,856,661,439","36,39,137,114,148,284,153,155,156",437
3009,"604,261,38,808,520,634,828,539,312,3","163,39,269,114,148,153,155,189,127",516
4554,"604,267,476,732,862,388,18,500,46,856","195,39,269,60,54,155,156",569
165,"151,55,326,261,569,145,858,187,850,289","33,36,156,146,21,153,58,60,63",91
5383,"675,34,402,732,945,101,2,729,307,789","128,3,163,165,42,155,156",59
3053,"494,484,526,877,736,626,525,547,754,448","3,164,202,148,155,127,63",128
5218,"617,261,554,433,658,880,626,435,462,742","33,195,164,165,146,148,153,126",363
1417,"267,34,526,776,852,402,56,662,105,341","128,130,267,269,284,56,155,156,63",98
994,"183,261,484,638,934,51,207,520,707,815","21,117,153,154,155,156,126,127",340
2626,"604,261,554,232,638,540,484,489,297,380","195,165,137,267,269,54,153,154,127",628
2261,"617,267,353,23,232,187,681,177,662,449","33,130,165,267,269,148,156,125,63",641
5020,"484,638,171,547,736,106,639,815,3,809","128,154,155,126,127",55
5589,"11,554,183,785,453,300,283,527,539,3","33,163,3,165,148,153,155,156",181
2433,"11,353,476,677,9,4,661,528,307,729","128,42,44,127,284,54,56,156,63",228
3321,"11,183,638,433,453,30,300,885,707,111","33,39,21,153,154,155,156",124
4576,"494,261,53,890,165,889,742,634,828,59","163,164,148,153,189",93
5804,"448,326,887,49,862,226,824,856,599,182","128,3,195,39,146,153,155,127",178
5400,"11,183,834,30,319,76,642,650,193,283","195,36,3,21,155,156",101
3610,"604,261,38,808,872,449,750,116,819,794","128,3,165,39,267,269,114,153,219",600
5999,"604,540,484,433,145,38,526,934,658,850","33,195,36,269,114,21,54,156,63,127",372
2191,"11,297,380,573,263,2,430,869,701,335","3,195,137,44,54,156,125",166
6032,"183,484,38,808,6,207,795,844,898,642","195,39,114,148,21,155,156,127",227
3592,"617,261,53,289,736,697,639,742,634,828","163,164,146,148,153,155,60,189",150
4283,"692,419,270,940,595,569,557,224,296,783","165,176,58,60,61",84
4595,"617,326,101,627,342,197,599,338,182,640","163,146,148,153,155",98
3233,"494,326,838,669,49,0,761,856,528,307","128,39,42,146,148,189,126,127",196
3889,"617,261,554,494,326,887,101,627,391,583","3,163,165,146,148,153",261
5616,"448,554,935,453,877,770,298,819,66,207","129,33,3,165,202,126,127",96
5381,"119,39,404,638,433,545,265,902,45,550","128,33,36,39,114,117,21,154,155",102
1730,"494,55,119,91,732,491,101,677,45,583","195,36,163,3,146,148,155,156",406
505,"484,838,669,391,0,761,44,528,365,342","163,42,189,126,127",58
5884,"604,569,681,877,747,901,309,662,737,298","130,164,137,202,170,269,58,125,126,127",232
4198,"494,55,326,491,101,391,261,675,417,304","163,164,165,146,148,153",86
3877,"11,119,91,183,916,233,795,376,809,383","195,36,3,164,117,155,156,189",131
5528,"604,267,476,677,423,18,500,46,93,661","269,148,284,54,155,156",553
5711,"604,267,55,91,732,85,275,423,148,856","195,36,39,269,146,56,156",553
2466,"617,55,887,545,555,491,325,84,241,500","128,33,3,39,146,148,155,156",375
4681,"839,91,887,862,423,230,500,46,599,528","3,195,114,155,156,127",182
2930,"11,119,678,600,433,38,30,6,650,274","128,33,36,114,148,21,56,155,156",293
3100,"494,261,53,289,890,449,889,742,634,828","163,164,165,146,148,153,189",66
1699,"604,261,402,736,819,283,828,312,679,178","3,269,148,153,155,189",303
145,"617,261,38,736,116,274,672,742,828,815","128,164,136,114,148,153,155,189,126",500
5860,"617,554,38,808,650,742,634,828,59,539","163,164,165,39,114,148,155,189",354
4548,"448,638,526,453,877,267,535,30,56,836","128,33,3,164,39,202,269,21,154,63",184
3596,"617,267,55,494,916,880,513,116,520,835","128,39,269,146,148,117,127",256
3935,"554,34,402,319,844,283,639,211,527,809","195,3,165,163,21,155,156",141
1140,"617,34,858,402,934,513,805,539,178,863","164,42,148,21,155,156",149
169,"604,353,119,194,545,919,388,455,371,761","36,39,137,269,127,60,61,63",602
913,"554,145,38,736,650,3,809,405,199,460","165,114,154,155,156",165
5493,"617,261,526,736,650,369,672,742,634,828","163,164,136,148,153,155,189,63",544
4475,"692,554,479,177,747,626,513,736,547,852","163,164,165,176,148,155,156",199
1509,"270,240,115,297,57,443,85,793,167,388","195,168,267,174,175,176,56,60",594
172,"494,554,38,177,808,449,639,742,634,828","163,164,165,39,114,148,155,156,189",233
2987,"448,554,183,433,171,56,662,808,859,51","128,33,130,3,165,39,117,155",237
3235,"617,326,887,749,627,226,932,182,169,241","3,164,146,148,153",166
1558,"1,267,117,204,456,528,762,495,882,559","169,267,172,269,156,127",53
1700,"617,554,785,417,129,830,513,767,475,491","146,163,148,165",104
3394,"617,261,187,547,898,283,369,202,742,634","33,3,163,164,39,148,153,155",182
3096,"11,119,587,862,423,230,46,856,439,605","3,36,195,39,114,153,155,156",234
6097,"494,554,183,638,675,38,233,808,6,238","3,165,39,114,148,154,155",224
3202,"604,261,38,177,747,510,449,520,522,672","164,165,136,269,114,148,153,156,125,127",669
3710,"604,540,526,877,776,386,510,872,375,695","129,202,267,44,269,54,125,63",142
2690,"145,219,547,76,520,815,405,89,199,802","36,42,154,155,156,126,127",61
5487,"617,55,887,45,54,212,599,528,605,338","33,3,146,148,155,127",328
2869,"604,267,887,58,620,491,101,862,677,583","3,163,195,169,269,156,146,60",341
3937,"11,55,219,183,433,834,880,475,676,742","33,36,164,146,148,155,156",189
2104,"535,806,834,171,76,106,835,683,406,383","128,164,36,39,189,127",81
468,"554,119,678,219,732,945,749,123,484,38","3,36,165,114,155,156,127",187
541,"617,554,540,638,433,38,233,475,676,672","33,3,165,136,114,148,54,154,155",528
1834,"604,267,476,677,424,439,528,307,611,146","130,39,137,42,269,54,153,156,127",234
1383,"617,267,380,732,677,870,235,664,95,0","128,130,137,269,148,156,189",388
2883,"140,55,443,98,929,694,474,945,126,226","3,164,165,175,176,146,156",389
1595,"494,261,38,808,520,672,742,634,828,815","163,164,39,136,114,148,153,189,126,127",500
1084,"604,353,678,489,806,233,510,650,332,672","128,3,136,269,154,155,125,63",159
3835,"448,267,609,204,84,130,500,46,931,528","128,3,267,269,127,56,155,156,63",98
4837,"617,55,678,494,638,187,880,475,519,742","33,164,146,148,154,155",464
4873,"11,448,638,446,755,583,677,916,834,327","3,36,148,117,154,155,156",90
1403,"604,540,681,74,747,331,284,480,414,25","164,165,267,44,269,148,54,125",164
4945,"494,55,39,391,54,226,234,664,279,217","128,33,163,36,146,148,155",228
2523,"484,916,187,496,736,196,283,103,462,815","33,3,114,117,155,156,126,127",112
4724,"489,359,183,484,325,534,234,291,230,439","267,269,114,21,153,155,156,127",85
4070,"604,267,476,515,84,931,307,146,729,641","128,137,42,202,269,54,56,63",211
446,"484,27,52,214,12,913,439,528,611,820","163,164,39,175,153,219,284,127",68
3338,"494,484,448,91,669,53,233,736,520,634","3,195,163,148,155,126,127",123
3847,"604,141,681,877,705,449,111,672,634,828","163,165,136,202,44,269,189,155,125",323
6078,"11,119,755,391,52,416,849,856,142,904","163,164,36,3,39,155,156",67
5140,"617,55,587,862,54,769,46,93,599,605","33,3,195,146,148,155,156",278
5375,"119,297,638,335,123,327,416,709,599,142","195,36,148,154,155",108
5610,"617,183,38,808,520,672,634,828,815,59","163,164,39,136,114,148,155,189,126,127",653
66,"604,261,38,808,116,274,672,742,634,59","128,163,164,39,136,269,114,153",653
4215,"617,554,38,934,496,233,852,319,116,207","128,3,195,165,114,148,21,156,127",415
2333,"600,267,838,484,935,770,207,440,672,700","129,136,269,56,219,127",133
693,"617,261,554,785,177,852,754,171,675,678","128,163,165,148,153,155,156",270
1528,"494,261,289,30,836,484,91,446,862,761","195,3,39,146,148,21,153,127",106
5935,"617,267,55,494,433,880,106,676,672,742","128,33,164,136,269,146,148,155",383
655,"675,806,402,852,56,39,732,49,664,201","128,155,156,165",59
4537,"552,183,187,808,520,111,815,700,809,394","33,39,219,155,63,126,127",260
1568,"203,526,776,662,6,571,823,440,452,700","129,130,136,267,146,148,219,220,125,63",94
1069,"484,545,27,52,214,766,913,599,528,611","163,164,39,155,175,219,284,127",68
695,"494,838,39,49,627,8,761,365,307,729","128,163,42,148,127",164
3550,"261,267,39,404,204,226,913,230,856,93","128,39,267,269,114,146,148,153,219",275
2199,"617,55,119,494,638,38,233,475,520,304","3,36,164,146,114,148,154,127",340
4606,"678,675,491,177,880,754,417,547,736,706","146,155,156,165",74
2339,"494,261,491,289,92,391,0,226,342,674","163,146,148,153,189",63
282,"554,433,850,177,934,806,785,297,868,833","128,33,163,36,165,195,21,155,156",136
3788,"11,183,145,119,297,638,38,934,808,626","195,36,164,39,114,21,154,155,156",217
1603,"494,484,448,678,675,446,887,204,664,761","128,3,165,267,148,155,127",120
5436,"617,267,380,732,945,85,491,49,565,609","128,137,269,270,146,148,56,156",547
1957,"494,326,446,583,261,491,101,391,327,226","3,163,146,148,153",107
4080,"692,115,21,270,220,35,51,73,193,281","163,169,175,176,181,117,21,155",146
2737,"617,267,55,494,638,880,51,520,440,672","136,269,146,148,117,154,127",535
573,"617,554,38,808,520,639,634,828,815,59","163,164,165,39,114,148,155,189,126,127",547
1670,"489,261,38,934,808,449,639,672,742,634","163,164,165,39,136,269,114,21,153,155",644
4542,"11,183,38,934,496,526,540,194,545,85","39,137,114,21,54,56,155,156,63",397
2440,"617,261,38,808,650,742,634,828,59,539","163,164,39,114,148,153,155,189",287
5744,"604,267,55,535,98,925,761,500,46,856","164,39,269,176,146,155,156,127",586
2184,"494,261,289,92,785,916,638,91,85,235","163,195,269,146,148,117,56,153,154",131
4038,"484,545,27,834,547,736,105,727,815,405","36,39,175,154,155,284,126,127",68
2049,"494,446,39,49,265,391,862,0,214,761","128,3,163,195,148,189,127",122
3631,"34,402,852,56,514,700,405,394,295,178","128,219,154,155,156,127",65
2984,"448,554,484,600,91,85,434,159,734,230","129,3,195,165,36,137,114,56,127",420
3572,"11,219,39,101,84,18,307,729,904,789","128,42,163,156",76
1223,"617,261,38,808,819,304,369,742,828,815","3,164,163,39,114,148,153,189,126",400
6029,"604,267,476,189,166,4,913,661,931,586","165,137,269,175,54,56,219,284",393
4117,"617,554,448,858,177,880,513,435,22,634","3,163,165,146,148,21,156,189",156
3172,"151,267,380,204,362,661,762,155,365,709","36,137,42,267,269,284,219,60,63",145
2002,"617,261,484,433,916,448,55,404,54,761","33,3,146,114,148,117,153,127",268
2953,"617,678,887,732,45,226,624,500,46,93","3,146,148,155,156",243
15,"151,540,203,353,17,834,74,620,545,701","36,39,44,54,60,125,63",98
376,"617,261,187,808,475,274,742,634,828,815","128,33,163,164,39,148,153,189,126",412
873,"11,183,916,145,277,795,571,707,781,278","129,39,156,117,155,220",74
2911,"617,554,38,177,808,626,513,319,658,484","195,164,165,39,114,148,156,127",400
949,"183,678,587,749,101,826,554,433,785,754","33,3,164,163,165,155",127
891,"11,678,887,862,423,18,500,46,230,856","3,195,39,114,155,156",233
2500,"448,267,119,600,554,935,433,785,806,38","128,129,33,3,36,165,163,269,114,56",250
1468,"617,554,38,808,475,274,111,440,231,625","128,165,39,136,114,148,155,126",432
3480,"494,540,776,736,591,639,672,634,828,312","163,136,267,148,54,155,189,63",105
4363,"600,540,484,916,934,794,304,727,634,700","163,164,39,21,117,54,56,219,126,127",323
2837,"604,267,609,862,423,230,46,856,93,661","195,39,269,114,148,284,56,156",538
4483,"11,261,484,916,145,935,600,326,297,265","128,129,195,146,117,56,153,156,127",182
2931,"839,141,38,177,444,590,626,435,211,742","3,164,165,163,114,156,189",461
1356,"839,353,476,531,166,388,470,358,273,339","129,3,169,175,54,60,61,63",183
4019,"448,484,453,30,233,852,754,808,475,274","128,33,3,39,148,21,155,156,127",255
2229,"494,261,540,203,55,267,380,391,9,212","163,137,44,269,146,148,54,153,125",177
5044,"55,554,402,736,435,539,3,679,809,25","165,146,148,153,155",148
1638,"494,261,38,808,475,207,106,520,165,274","128,164,39,114,148,153,127",246
5167,"617,267,55,194,91,119,341,494,433,880","33,195,36,137,269,146,148,56",557
1374,"489,267,341,297,732,870,761,711,500,856","129,130,195,39,269,56,155,156,127",553
5938,"494,554,183,11,297,380,101,45,204,0","195,163,165,137,267,148,155,156,189",454
4452,"494,554,38,808,650,634,828,59,539,312","163,164,165,39,114,148,155,189",328
402,"678,535,39,474,555,404,49,265,677,550","128,33,3,164,114,21,155,156",97
2515,"183,261,526,129,475,304,815,683,809,394","164,165,148,153,155,127,126,63",267
1056,"617,267,887,204,423,46,500,93,439,599","3,267,269,148,153,155,156",247
2938,"604,261,38,808,475,274,111,440,672,742","128,164,39,136,269,114,148,153,155",535
421,"494,267,353,203,600,554,540,638,934,510","165,269,148,21,54,56,154,125,63",398
3969,"494,484,298,207,520,369,815,539,89,863","163,42,148,126,127",58
5848,"617,261,554,638,177,233,754,934,433,183","33,3,165,148,21,153,154,155,156",340
397,"617,261,38,808,520,742,634,828,59,312","163,164,39,114,148,153,189,127",355
4323,"494,91,587,862,84,824,856,599,528,307","128,3,195,39,42,148,155,127",134
935,"600,183,38,934,658,187,484,91,862,434","33,129,195,114,21,56,155,127",318
1366,"448,858,187,736,392,178,199,460,529,923","33,3,195,39,21,155",89
1686,"183,678,404,862,361,2,234,214,833,732","3,195,114,155,156,127",124
1248,"494,448,145,55,297,446,887,391,664,158","128,3,195,163,146,148,156",103
3588,"448,484,526,662,830,267,525,446,887,583","130,3,269,148,127,63",75
4883,"604,183,484,638,177,51,750,676,231,742","128,164,269,219,117,154,155,156,127",531
1715,"600,183,38,177,808,51,794,844,898,750","39,219,114,117,21,56,155,156",378
4935,"617,261,554,494,11,183,858,808,475,304","164,165,39,148,21,153,155,156",248
5564,"55,219,587,183,638,233,880,311,463,449","3,165,146,154,155,156",92
4209,"617,261,38,808,520,639,672,742,634,828","163,164,39,136,114,148,153,155,189,127",405
1563,"617,267,380,862,423,46,500,856,93,661","195,39,137,269,148,284,155,156",519
5890,"494,448,11,145,934,56,658,850,858,55","128,3,195,36,146,148,21,156",103
3981,"494,55,119,11,785,38,880,116,519,672","128,163,36,136,146,114,148,156",520
5320,"183,554,402,736,716,816,196,463,88,547","164,165,114,117,155",121
5057,"617,55,194,380,491,101,826,627,95,385","163,164,39,137,146,148",100
1431,"353,91,887,540,609,17,620,135,62,48","3,195,44,54,56,60,61,63",129
1993,"617,261,554,785,177,51,750,676,742,634","163,164,165,155,148,117,153,219,156",540
1725,"494,326,887,868,0,8,589,93,338,182","3,36,163,146,148,153,189",196
998,"494,540,526,877,776,880,510,520,676,742","164,202,267,146,148,54,155,127,125,63",239
4228,"617,267,380,545,862,434,913,500,46,230","129,195,39,137,155,269,114,148,219,156",549
5937,"23,267,341,194,297,609,85,167,84,4","128,195,137,267,269,56,125",370
934,"489,261,187,736,650,672,742,634,700,539","33,163,164,136,269,219,148,153,155",577
3409,"119,433,858,187,850,453,30,898,781,199","33,36,39,21,155",80
1800,"267,806,526,277,106,514,700,683,406,501","128,269,127,219,220,63",57
5036,"494,261,767,790,449,326,72,391,292,506","163,165,146,148,153",53
3557,"600,484,850,319,520,815,700,683,3,405","195,36,155,56,154,219,126,127",304
3939,"297,335,491,52,445,640,379,684,439,611","195,164,163,39,146,148,153",64
449,"494,341,678,11,600,554,38,808,475,274","128,165,39,114,148,56,155,156",541
88,"617,353,609,45,84,46,500,856,439,599","128,39,148,56,153,155,156,63",276
944,"617,119,887,862,423,46,500,856,93,931","3,36,195,39,148,56,155,156",447
3881,"617,261,53,289,92,675,448,417,890,830","3,164,165,146,148,153",118
3923,"617,55,39,862,54,434,217,748,627,669","128,33,129,195,36,267,146,148,126",313
3243,"604,267,55,297,732,325,761,500,46,856","195,39,269,146,155,156,127",553
1634,"617,261,38,808,520,742,828,59,312,3","164,39,114,148,153,155,189,127",316
5722,"151,353,893,862,423,543,500,46,856,599","195,39,169,156,155,60,63",139
4172,"494,53,289,890,292,742,634,828,59,480","163,164,146,148,189",99
1498,"617,119,326,11,448,261,38,177,658,187","33,3,36,195,146,114,148,153,156",332
1153,"552,55,17,732,677,0,302,167,54,95","33,137,202,267,60,146,156,189,63",360
3568,"494,119,887,749,583,101,826,587,391,446","3,164,163,36,148",233
4265,"675,39,945,265,423,729,495,789,873,882","128,42,156,165",59
4872,"448,554,145,433,453,852,754,38,785,678","33,3,163,165,114,155,156",129
1319,"489,353,476,515,132,79,818,273,523,718","267,44,269,21,54,155,61,62,63",72
5290,"617,119,326,494,638,233,642,566,634,828","3,36,195,163,146,148,154,189",173
4324,"617,11,38,808,520,742,634,828,815,59","163,164,39,114,148,156,189,126,127",202
1898,"617,554,183,600,267,484,526,736,520,634","163,165,269,148,56,155,63,127",370
5551,"484,806,171,56,298,116,838,669,39,49","128,126,127",60
5181,"494,261,38,736,116,304,742,634,828,59","128,163,164,114,148,153,155,189",441
3419,"494,678,446,11,448,554,858,934,453,233","33,3,165,148,21,155,156",284
5190,"448,261,554,675,446,587,609,945,204,2","3,165,267,56,153,156",182
788,"494,326,600,261,935,770,66,790,105,506","129,146,148,56,153,284",70
4640,"617,448,53,736,650,639,539,480,405,791","3,148,154,155,189",123
3416,"34,402,53,732,945,749,101,391,833,0","3,163,148,155,156,189",103
1939,"23,540,205,720,732,701,874,945,156,232","267,44,54,58,156,125,63",93
889,"617,267,380,862,167,4,913,500,46,856","195,39,137,267,155,269,148,56,219,156",519
2202,"692,267,407,793,423,439,146,641,762,878","137,202,267,269,175,176,153,156",336
1854,"55,326,554,732,945,491,0,327,361,391","163,165,146,148,155,156,189",149
3540,"494,267,55,203,638,880,449,522,742,634","163,164,165,269,146,148,154,125",553
2029,"448,267,55,297,91,446,838,669,868,600","3,195,36,269,146,56,126,127",313
884,"617,353,678,203,448,91,587,785,34,887","3,195,163,148,155,156,125,63",199
2210,"494,267,119,194,297,341,554,177,475,304","195,36,165,164,137,269,148,56,156",405
5861,"617,261,38,658,808,626,794,662,171,526","128,130,195,164,39,114,148,153,63",458
2861,"494,55,887,677,371,230,500,856,93,439","3,39,146,114,148,153,155,156",412
4748,"604,267,55,489,617,353,119,552,203,326","36,269,146,148,125,63",521
1212,"203,353,17,862,9,434,2,36,45,732","129,195,3,44,156,155,60,125,63",175
3240,"494,484,448,55,297,887,587,446,119,38","3,195,36,146,114,148,127",241
324,"604,341,489,11,359,91,194,261,145,785","195,163,137,267,269,56,153,156",121
3745,"494,183,448,11,446,887,587,219,755,945","3,156,155,148",139
3641,"494,39,30,319,844,449,274,462,828,815","128,195,165,148,21,189,126",60
3532,"617,267,609,732,945,474,119,638,177,233","3,36,269,148,56,154,156",528
5790,"604,489,476,565,354,701,746,167,725,110","202,267,269,270,54,125",101
1764,"617,554,183,638,177,233,51,116,520,274","128,3,165,148,117,154,155,156,127",541
5863,"494,554,935,785,834,626,816,676,211,742","129,163,36,165,164,148,155",261
1614,"604,267,380,862,423,856,93,661,439,586","195,39,137,269,148,284,153,156",571
2933,"494,675,402,319,69,742,634,828,59,539","3,195,165,164,163,148,155,189",104
2657,"494,484,448,34,402,446,838,732,361,495","3,148,155,156,127",143
4087,"336,102,443,793,167,702,356,641,523,40","163,164,3,202,267,176,21",130
