user_id,seed,sampled_q_ids,sampled_subject_ids,student_total_questions
1930,100,"896,376,688,451,284,86,344,59,133,742","165,164,164,163,165,164,163,164,163,164",471
2436,100,"896,482,417,626,8,101,826,486,785,890","165,164,165,164,163,163,164,164,163,164",300
4492,100,"896,417,626,342,574,921,505,8,535,376","165,165,164,163,164,163,163,164,163,164,164",531
4858,100,"896,417,376,190,451,753,505,391,342,133","165,165,164,163,164,163,164,163,164,163,163,163",594
1041,100,"896,417,626,342,8,101,169,391,826,486","165,165,164,163,163,163,164,163,164,164",669
987,100,"223,417,126,698,940,8,626,35,189,100","165,165,165,176,176,163,164,163,165,165",690
432,100,"896,417,376,190,451,753,505,133,616,688","165,165,164,163,164,163,164,163,164,163,163,164",507
6147,100,"896,417,626,342,574,921,8,101,169,435","165,165,164,163,164,163,163,163,164,165",576
870,100,"896,376,505,574,8,785,486,826,52,129","165,164,163,164,164,163,163,164,164,163,164,165",427
4088,100,"896,376,688,451,59,154,157,742,574,284","165,164,164,163,164,164,163,164,164,165",479
5126,100,"896,376,688,451,284,86,344,59,154,616","165,164,164,163,165,164,163,164,164,163",498
464,100,"896,417,376,451,753,616,505,133,16,190","165,165,164,163,164,163,163,164,163,164,163,164",608
4325,100,"896,376,742,451,284,616,86,753,65,190","165,164,164,163,165,163,164,164,163,163,164",571
2618,100,"896,417,376,451,211,154,742,65,616,190","165,165,164,163,163,164,164,163,163,163,164",586
4940,100,"896,417,376,190,342,753,505,574,391,626","165,165,164,163,164,163,164,163,164,164,163,164",601
1823,100,"896,417,626,342,574,921,8,101,169,435","165,165,164,163,164,163,163,163,164,165",612
1373,100,"376,342,688,284,634,753,154,157,59,816","164,163,164,165,163,164,164,163,164,164",469
2795,100,"896,417,626,59,342,8,169,52,921,785","165,165,164,164,163,163,164,163,164,163,163",510
5933,100,"896,417,626,342,574,505,921,8,616,284","165,165,164,163,164,163,164,163,163,163,165",448
1778,100,"896,376,342,505,753,451,574,133,469,86","165,164,163,163,164,164,163,164,163,163,164",563
4793,100,"376,163,482,665,616,505,747,342,574,753","164,163,164,164,163,163,164,164,163,164,164",667
2949,100,"896,417,626,342,8,840,376,574,921,101","165,165,164,163,163,163,164,164,163,163",600
1077,100,"376,688,157,405,367,535,829,840,523,923","164,164,163,154,165,164,163,163,21,195",290
3462,100,"896,376,688,451,59,154,157,290,574,133","165,164,164,163,164,164,163,3,164,163",539
2322,100,"578,366,447,451,896,168,7,376,133,254","163,164,164,163,165,165,165,164,163,164",693
199,100,"896,482,59,133,395,451,816,344,65,168","165,164,164,163,165,163,164,163,163,165",604
248,100,"896,417,376,190,342,753,505,574,449,626","165,165,164,163,164,163,164,163,164,164,165,164",612
4142,100,"896,376,742,59,86,344,75,469,616,688","165,164,164,164,164,163,163,163,163,164",464
4017,100,"896,417,626,59,154,742,190,616,753,342","165,165,164,164,164,164,163,164,163,164,163",519
767,100,"896,417,626,342,8,840,574,826,101,391","165,165,164,163,163,163,164,164,163,163",582
4698,100,"896,417,626,342,574,505,921,8,376,535","165,165,164,163,164,163,164,163,163,164,164",553
35,100,"896,417,376,190,342,753,451,688,163,154","165,165,164,163,164,163,164,163,164,163,164",620
2148,100,"896,417,376,190,451,211,154,616,688,133","165,165,164,163,164,163,163,164,163,164,163",520
4875,100,"896,417,626,59,342,451,753,505,435,785","165,165,164,164,163,163,164,163,164,165,163",423
5579,100,"896,417,376,451,753,616,505,133,16,190","165,165,164,163,164,163,163,164,163,164,163,164",585
5580,100,"896,417,168,376,574,451,783,8,505,714","165,165,165,164,164,163,165,163,163,164,163",608
1109,100,"896,417,626,59,342,8,133,376,616,505","165,165,164,164,163,163,163,164,163,163,164",555
6018,100,"896,376,342,391,8,785,826,554,52,129","165,164,163,163,163,163,164,165,163,164,165",312
2923,100,"896,376,688,451,284,742,163,190,574,342","165,164,164,163,165,164,163,163,164,164,163",669
1172,100,"896,417,376,190,342,616,574,391,626,8","165,165,164,163,164,163,163,164,163,164,163",506
714,100,"896,376,688,451,284,133,342,86,753,505","165,164,164,163,165,163,163,164,164,163,164",380
425,100,"376,688,157,535,52,840,829,367,903,923","164,164,163,164,163,164,163,163,165,129,195",304
5558,100,"896,417,376,451,211,154,742,616,753,65","165,165,164,163,163,164,164,163,164,163",561
3945,100,"896,417,376,190,451,211,154,616,688,133","165,165,164,163,164,163,163,164,163,164,163",582
730,100,"896,417,376,190,342,753,505,574,391,626","165,165,164,163,164,163,164,163,164,164,163,164",572
3475,100,"896,417,376,451,753,59,211,133,742,260","165,165,164,163,164,164,163,163,164,163",547
2062,100,"896,417,626,59,154,616,451,376,342,435","165,165,164,164,164,163,163,164,163,165",380
3456,100,"896,417,626,342,8,101,169,391,826,486","165,165,164,163,163,163,164,163,164,164",545
2726,100,"896,417,626,342,574,921,8,101,169,435","165,165,164,163,164,163,163,163,164,165",546
3852,100,"896,417,376,190,342,616,574,505,391,451","165,165,164,163,164,163,163,164,163,164,163,163",531
4540,101,"376,688,157,535,829,367,840,52,923,405","164,164,163,164,163,165,163,163,164,195,154",251
3507,101,"896,417,376,451,753,59,133,211,616,260","165,165,164,163,164,164,163,163,163,163",531
4932,101,"896,376,688,451,284,133,86,75,469,417","165,164,164,163,165,163,164,163,163,165",471
5784,101,"896,376,742,451,574,211,284,59,344,86","165,164,164,163,164,163,165,164,163,164",490
5424,101,"896,417,626,342,574,921,8,505,535,391","165,165,164,163,164,163,163,163,164,164,163",535
5481,101,"896,417,626,342,574,921,8,505,535,435","165,165,164,163,164,163,163,163,164,164,165",553
4511,101,"896,376,742,163,451,284,688,616,190,86","165,164,164,163,163,165,164,163,163,164,164",612
5430,101,"896,417,376,190,451,753,505,391,342,133","165,165,164,163,164,163,164,163,164,163,163,163",546
2873,101,"896,417,626,342,8,101,169,826,88,805","165,165,164,163,163,163,164,164,164,164",477
1235,101,"896,376,688,451,284,133,342,101,8,169","165,164,164,163,165,163,163,163,163,164",494
4355,101,"896,665,342,417,505,52,391,8,35,626","165,164,163,165,163,164,163,164,163,163,163,164",586
3184,101,"896,376,742,59,86,344,154,451,405,211","165,164,164,164,164,163,164,163,154,163",535
2179,101,"896,417,626,342,8,840,376,574,284,435","165,165,164,163,163,163,164,164,165,165",352
3210,101,"896,417,626,342,8,840,574,826,469,486","165,165,164,163,163,163,164,164,163,164",544
3735,101,"376,688,157,535,52,840,829,367,903,923","164,164,163,164,163,164,163,163,165,129,195",289
4486,101,"896,417,376,190,342,616,574,505,391,626","165,165,164,163,164,163,163,164,163,164,163,164",519
574,101,"896,417,626,342,8,101,826,391,486,890","165,165,164,163,163,163,164,163,164,164",483
633,101,"896,417,376,451,753,616,505,190,65,86","165,165,164,163,164,163,163,164,163,164,163,164",508
1133,101,"896,376,688,451,59,154,742,367,65,86","165,164,164,163,164,164,164,165,163,164",361
5148,101,"896,376,742,59,86,344,154,65,803,373","165,164,164,164,164,163,164,163,148,148",556
64,101,"896,376,688,451,284,86,133,157,344,469","165,164,164,163,165,164,163,163,163,163",494
5501,101,"896,417,626,342,8,101,169,391,826,486","165,165,164,163,163,163,164,163,164,164",463
1584,101,"896,376,742,59,86,344,154,469,260,688","165,164,164,164,164,163,164,163,163,164",413
729,101,"896,376,688,451,284,742,344,616,86,59","165,164,164,163,165,164,163,163,164,164",346
3759,101,"896,417,626,342,8,101,826,391,486,890","165,165,164,163,163,163,164,163,164,164",437
3009,101,"896,376,342,505,469,753,451,133,688,921","165,164,163,163,164,163,164,163,163,164,163",516
4554,101,"896,417,626,342,8,101,169,826,88,805","165,165,164,163,163,163,164,164,164,164",569
2626,101,"896,417,626,59,342,163,753,86,921,435","165,165,164,164,163,163,164,164,163,165",628
2261,101,"896,417,376,163,451,154,616,742,65,434","165,165,164,163,163,164,163,164,163,129",641
3610,101,"896,417,376,163,451,133,211,742,154,260","165,165,164,163,163,163,163,164,164,163",600
5528,101,"896,417,376,190,342,616,574,391,451,101","165,165,164,163,164,163,163,164,163,163,163",553
5711,101,"896,417,626,59,342,163,505,816,574,535","165,165,164,164,163,163,163,164,164,164,164",553
2930,101,"376,688,157,535,829,367,840,52,923,405","164,164,163,164,163,165,163,163,164,195,154",293
145,101,"896,417,626,59,342,8,133,376,616,505","165,165,164,164,163,163,163,164,163,163,164",500
5860,101,"896,376,742,59,260,154,86,344,65,803","165,164,164,164,163,164,164,163,163,148",354
5493,101,"896,417,626,342,8,101,169,826,391,52","165,165,164,163,163,163,164,164,163,163,164",544
1509,101,"896,482,665,52,535,574,8,35,505,376","165,164,164,163,164,164,164,163,163,163,164,164",594
3202,101,"896,376,742,59,163,86,344,154,469,479","165,164,164,164,163,164,163,164,163,163",669
541,101,"896,417,626,342,574,921,8,505,535,435","165,165,164,163,164,163,163,163,164,164,165",528
1595,101,"896,417,626,342,8,840,376,574,284,435","165,165,164,163,163,163,164,164,165,165",500
4837,101,"896,376,742,451,284,616,86,65,59,344","165,164,164,163,165,163,164,163,164,163",464
5610,101,"896,417,376,190,342,753,505,574,391,626","165,165,164,163,164,163,164,163,164,164,163,164",653
66,101,"896,376,742,59,163,451,616,211,688,290","165,164,164,164,163,163,163,163,164,3",653
4215,101,"896,376,505,574,133,753,469,52,8,157","165,164,163,164,164,163,164,163,163,164,163,163",415
5436,101,"896,376,688,451,742,59,574,154,65,75","165,164,164,163,164,164,164,164,163,163",547
2737,101,"896,376,742,451,284,133,449,753,417,342","165,164,164,163,165,163,165,164,165,163",535
573,101,"896,376,688,451,284,342,133,154,753,469","165,164,164,163,165,163,163,164,164,163",547
1670,101,"896,376,688,451,284,342,783,921,395,753","165,164,164,163,165,163,165,163,165,164",644
5744,101,"896,376,688,451,284,133,342,98,486,189","165,164,164,163,165,163,163,164,164,165",586
1223,101,"896,417,626,342,574,505,921,376,391,785","165,165,164,163,164,163,164,163,164,163,163",400
2837,101,"896,417,626,342,8,101,369,169,391,826","165,165,164,163,163,163,163,164,163,164",538
5167,101,"896,417,626,59,342,451,133,284,86,574","165,165,164,164,163,163,163,165,164,164",557
1374,101,"896,417,626,59,342,163,505,816,574,535","165,165,164,164,163,163,163,164,164,164,164",553
2938,101,"896,376,742,451,284,616,86,65,59,344","165,164,164,163,165,163,164,163,164,163",535
4883,101,"896,417,626,8,376,574,435,505,59,284","165,165,164,163,164,164,165,163,164,164,165",531
1715,101,"376,688,157,535,829,367,840,52,903,923","164,164,163,164,163,165,163,163,164,129,195",378
1563,101,"896,417,626,342,8,101,169,391,826,486","165,165,164,163,163,163,164,163,164,164",519
3981,101,"896,376,742,451,574,211,154,367,276,260","165,164,164,163,164,163,164,165,155,163",520
1993,101,"896,417,376,451,211,154,65,753,688,616","165,165,164,163,163,164,163,164,164,163",540
4228,101,"896,417,626,342,8,101,169,826,88,805","165,165,164,163,163,163,164,164,164,164",549
3557,101,"376,688,157,535,829,367,840,52,903,646","164,164,163,164,163,165,163,163,164,129,155",304
449,101,"896,417,376,451,753,59,133,505,616,190","165,165,164,163,164,164,163,163,164,163,163,164",541
944,101,"896,417,626,342,8,101,169,391,826,486","165,165,164,163,163,163,164,163,164,164",447
3243,101,"896,417,626,342,8,101,369,169,391,826","165,165,164,163,163,163,163,164,163,164",553
889,101,"896,376,688,451,284,86,133,190,154,344","165,164,164,163,165,164,163,163,164,164,163",519
3540,101,"896,417,376,190,451,753,616,59,133,688","165,165,164,163,164,163,164,163,164,163,164",553
4748,101,"896,417,626,342,8,840,574,826,101,169","165,165,164,163,163,163,164,164,163,164",521
3532,101,"896,376,688,451,284,342,133,574,417,921","165,164,164,163,165,163,163,164,165,163",528
1764,101,"896,417,626,342,574,921,505,8,535,376","165,165,164,163,164,163,163,164,163,164,164",541
