user_id,sampled_q_ids,sampled_subject_ids,student_total_questions
4216,"386,705,232,871,51,34,311,877,834,171","44,44,267,269,117,156,155,202,36,128",553
1837,"463,105,255,540,859,852,492,66,737,118","155,284,36,54,33,156,127,129,137,114",499
2380,"463,105,540,859,852,66,118,880,547,740","155,284,54,33,156,129,114,146,155,36",535
2786,"716,386,232,871,277,595,877,76,620,224","117,44,267,269,220,60,202,36,60,61",691
3513,"463,74,359,255,871,844,34,187,552,76","155,44,267,36,269,21,156,33,63,36",523
111,"386,705,675,463,74,540,66,737,261,526","44,44,165,155,44,54,129,137,153,63",598
4671,"386,705,232,359,871,51,34,850,38,552","44,44,267,267,269,117,156,36,114,63",553
1507,"386,463,105,540,852,66,118,261,526,547","44,155,284,54,156,129,114,153,63,155",634
3266,"463,74,105,540,859,852,359,255,51,92","155,44,284,54,33,156,267,36,117,148",579
3187,"463,97,255,844,51,34,795,92,187,494","155,39,36,21,117,156,156,148,33,148",374
5211,"716,463,105,540,859,852,492,66,737,97","117,155,284,54,33,156,127,129,137,39",541
2831,"463,675,74,105,540,859,66,118,261,233","155,165,44,284,54,33,129,114,153,3",513
2347,"716,386,705,97,359,255,662,871,844,51","117,44,44,39,267,36,130,269,21,117",555
5507,"463,105,255,662,277,311,494,877,76,171","155,284,36,130,220,155,148,202,36,128",519
5544,"716,386,232,871,277,92,170,877,552,532","117,44,267,269,220,148,39,202,63,219",720
2914,"716,463,74,540,852,492,66,118,880,526","117,155,44,54,156,127,129,114,146,63",559
5496,"463,105,859,852,492,66,118,880,261,526","155,284,33,156,127,129,114,146,153,63",530
1138,"463,105,859,852,492,66,737,118,880,261","155,284,33,156,127,129,137,114,146,153",535
4419,"716,386,675,97,871,51,92,38,60,76","117,44,165,39,269,117,148,114,189,36",627
3276,"716,463,105,540,859,852,97,255,662,844","117,155,284,54,33,156,39,36,130,21",569
1047,"716,386,633,318,74,540,861,756,198,261","117,44,163,172,44,54,135,58,148,153",782
2918,"386,463,105,540,852,66,737,756,118,261","44,155,284,54,156,129,137,58,114,153",634
1378,"463,74,105,540,859,492,66,118,880,261","155,44,284,54,33,127,129,114,146,153",588
1389,"716,386,705,463,74,540,492,66,118,526","117,44,44,155,44,54,127,129,114,63",618
4400,"716,386,675,871,277,92,170,552,76,525","117,44,165,269,220,148,39,63,36,3",654
565,"716,386,705,463,232,97,359,871,277,595","117,44,44,155,267,39,267,269,220,60",640
5627,"386,705,675,232,359,255,662,871,463,74","44,44,165,267,267,36,130,269,155,44",669
5456,"463,105,540,859,852,492,796,102,118,671","155,284,54,33,156,127,181,163,114,174",611
123,"463,105,540,859,852,492,66,737,118,526","155,284,54,33,156,127,129,137,114,63",466
3482,"463,105,540,859,852,492,66,737,118,880","155,284,54,33,156,127,129,137,114,146",547
6033,"716,463,105,852,66,118,261,547,233,264","117,155,284,156,129,114,153,155,3,220",661
5560,"716,463,105,852,66,261,526,233,830,570","117,155,284,156,129,153,63,3,148,117",616
4723,"463,105,859,852,492,66,118,880,261,596","155,284,33,156,127,129,114,146,153,3",498
1525,"463,74,105,852,492,66,118,880,547,740","155,44,284,156,127,129,114,146,155,36",600
3854,"463,105,540,859,852,492,97,255,662,844","155,284,54,33,156,127,39,36,130,21",544
184,"386,705,463,74,105,540,859,852,232,97","44,44,155,44,284,54,33,156,267,39",645
1025,"463,105,859,852,66,880,526,233,740,69","155,284,33,156,129,146,63,3,36,3",535
4422,"463,675,255,844,333,311,494,76,433,298","155,165,36,21,163,155,148,36,33,126",374
2100,"463,675,852,255,880,261,526,596,547,233","155,165,156,36,146,153,63,3,155,3",371
2034,"716,463,633,540,859,852,97,118,261,526","117,155,163,54,33,156,39,114,153,63",485
1554,"386,705,675,359,255,662,871,844,51,277","44,44,165,267,36,130,269,21,117,220",612
3938,"716,136,35,705,946,844,419,795,850,595","117,175,163,44,174,21,176,156,36,60",688
3315,"463,859,232,359,255,662,871,844,156,852","155,33,267,267,36,130,269,21,44,156",541
966,"463,105,540,852,66,118,547,740,125,83","155,284,54,156,129,114,155,36,54,126",510
4238,"716,463,105,852,492,66,261,547,740,626","117,155,284,156,127,129,153,155,36,164",521
3693,"716,463,859,852,118,261,547,740,69,370","117,155,33,156,114,153,155,36,3,195",463
1674,"716,463,859,852,492,737,756,118,261,526","117,155,33,156,127,137,58,114,153,63",640
4816,"386,705,359,871,34,595,494,151,631,890","44,44,267,269,156,60,148,60,63,44,164",550
4352,"463,105,859,852,492,66,118,880,547,740","155,284,33,156,127,129,114,146,155,36",535
2677,"386,463,400,852,492,796,102,756,737,66","44,155,175,156,127,181,163,58,137,129",796
3486,"716,35,232,97,871,156,140,277,795,311","117,163,267,39,269,44,176,220,156,155",702
796,"386,705,675,871,51,277,34,795,92,850","44,44,165,269,117,220,156,156,148,36",635
5561,"716,386,705,463,74,105,478,540,859,675","117,44,44,155,44,284,135,54,33,165",509
2917,"463,105,255,662,277,311,494,877,834,754","155,284,36,130,220,155,148,202,36,155",519
4277,"716,386,705,871,51,34,311,877,552,76","117,44,44,269,117,156,155,202,63,36",563
444,"716,675,463,105,97,255,662,844,277,92","117,165,155,284,39,36,130,21,220,148",526
2078,"463,675,97,255,662,105,859,852,492,66","155,165,39,36,130,284,33,156,127,129",516
2781,"716,463,97,255,662,844,74,105,859,492","117,155,39,36,130,21,44,284,33,127",555
1503,"386,705,675,232,359,255,662,51,795,311","44,44,165,267,267,36,130,117,156,155",553
2961,"386,705,675,463,74,105,540,232,359,255","44,44,165,155,44,284,54,267,267,36",678
2627,"716,136,946,97,255,844,419,649,795,311","117,175,174,39,36,21,176,173,156,155",689
4492,"463,74,105,255,662,844,51,277,34,795","155,44,284,36,130,21,117,220,156,156",531
4858,"716,463,97,105,540,859,852,492,66,737","117,155,39,284,54,33,156,127,129,137",594
1041,"386,463,74,705,675,359,51,850,877,834","44,155,44,44,165,267,117,36,202,36",669
987,"716,136,675,232,97,463,400,859,255,852","117,175,165,267,39,155,175,33,36,156",690
432,"463,105,540,852,492,66,737,118,526,547","155,284,54,156,127,129,137,114,63,155",507
970,"463,859,492,255,844,51,92,850,311,118","155,33,127,36,21,117,148,36,155,114",394
6147,"463,74,359,871,277,311,877,834,754,885","155,44,267,269,220,155,202,36,155,39",576
1709,"716,463,74,105,540,492,861,756,261,526","117,155,44,284,54,127,135,58,153,63",682
4088,"463,105,255,662,844,51,34,859,852,492","155,284,36,130,21,117,156,33,156,127",479
5126,"463,105,859,852,492,66,880,261,233,830","155,284,33,156,127,129,146,153,3,148",498
464,"716,463,74,386,540,705,859,852,492,66","117,155,44,44,54,44,33,156,127,129",608
4325,"463,74,105,540,859,852,97,492,66,737","155,44,284,54,33,156,39,127,129,137",571
2211,"716,386,675,232,97,705,359,255,871,140","117,44,165,267,39,44,267,36,269,176",717
2618,"716,463,386,105,540,859,492,66,756,118","117,155,44,284,54,33,127,129,58,114",586
4940,"386,705,463,74,105,359,255,871,51,34","44,44,155,44,284,267,36,269,117,156",601
1823,"386,705,359,871,277,92,38,552,76,525","44,44,267,269,220,148,114,63,36,3",612
2795,"463,105,675,859,852,492,66,737,118,261","155,284,165,33,156,127,129,137,114,153",510
2949,"463,74,359,255,871,51,92,187,38,877","155,44,267,36,269,117,148,33,114,202",600
4827,"716,463,255,844,51,92,850,187,494,834","117,155,36,21,117,148,36,33,148,36",412
1788,"318,35,864,909,892,140,861,651,340,141","172,163,163,169,175,176,135,169,181,165",187
3462,"716,463,105,540,859,852,66,118,880,261","117,155,284,54,33,156,129,114,146,153",539
2322,"716,463,74,478,852,66,737,118,261,547","117,155,44,135,156,129,137,114,153,155",693
248,"386,705,463,74,105,540,859,852,492,359","44,44,155,44,284,54,33,156,127,267",612
4017,"463,105,255,540,859,852,492,66,118,526","155,284,36,54,33,156,127,129,114,63",519
767,"716,463,97,871,51,34,92,187,877,834","117,155,39,269,117,156,148,33,202,36",582
4698,"386,463,859,852,492,118,880,261,526,596","44,155,33,156,127,114,146,153,63,3",553
35,"716,386,232,97,359,705,255,662,871,844","117,44,267,39,267,44,36,130,269,21",620
2148,"463,675,255,662,51,277,34,850,38,494","155,165,36,130,117,220,156,36,114,148",520
5579,"463,74,540,859,852,66,118,261,233,69","155,44,54,33,156,129,114,153,3,3",585
5580,"463,675,232,97,359,156,34,187,877,60","155,165,267,39,267,44,156,33,202,189",608
1109,"386,463,859,852,492,118,880,261,233,69","44,155,33,156,127,114,146,153,3,3",555
2923,"386,463,74,105,540,492,66,880,233,830","44,155,44,284,54,127,129,146,3,148",669
1172,"463,105,540,97,255,662,51,850,494,834","155,284,54,39,36,130,117,36,148,36",506
714,"463,859,852,97,118,255,261,596,547,233","155,33,156,39,114,36,153,3,155,3",380
5558,"463,105,255,859,852,492,66,737,880,547","155,284,36,33,156,127,129,137,146,155",561
3945,"716,463,105,859,852,492,66,880,233,736","117,155,284,33,156,127,129,146,3,155",582
730,"386,705,359,871,51,277,34,850,187,494","44,44,267,269,117,220,156,36,33,148",572
3475,"463,105,540,852,66,880,547,830,370,767","155,284,54,156,129,146,155,148,195,148",547
932,"716,675,97,871,277,187,877,76,145,298","117,165,39,269,220,33,202,36,156,126",568
2062,"463,97,255,859,852,118,261,596,547,233","155,39,36,33,156,114,153,3,155,3",380
3456,"463,359,255,871,51,34,311,38,877,834","155,267,36,269,117,156,155,114,202,36",545
1046,"463,255,844,51,333,311,494,834,754,433","155,36,21,117,163,155,148,36,155,33",401
2726,"463,74,359,871,277,92,311,187,38,877","155,44,267,269,220,148,155,33,114,202",546
3852,"463,74,105,540,852,492,859,66,118,880","155,44,284,54,156,127,33,129,114,146",531
5016,"675,105,852,51,261,596,547,233,264,830","165,284,156,117,153,3,155,3,220,148",264
