user_id,sampled_q_ids,sampled_subject_ids,student_total_questions
3797,"795,51,898,193,83,576,412,521,750,401","156,117,39,21,126,63,284,174,219,174",357
1792,"69,716,898,513,819,844,502,816,311,740","3,117,39,148,3,21,36,164,155,36",343
3615,"898,193,83,277,449,412,207,56,840,877","39,21,126,220,165,284,127,128,163,202",306
3689,"510,650,681,278,74,754,631,203,330,183","125,155,125,155,44,155,44,125,300,155",58
5626,"69,449,26,790,463,278,292,283,880,706","3,165,153,148,155,155,148,3,146,146",105
5527,"898,513,298,116,207,392,106,686,171,283","39,148,126,128,127,39,128,36,128,3",92
3371,"795,716,626,88,844,277,298,502,576,311","156,117,164,164,21,220,126,36,63,155",357
2926,"861,532,909,812,141,773,516,576,705,232","135,219,169,181,165,164,189,63,44,267",283
4355,"795,255,898,513,626,665,88,819,844,502","156,36,39,148,164,164,164,3,21,36",586
985,"69,513,88,449,311,333,596,650,740,118","3,148,164,165,155,163,3,155,36,114",204
3184,"795,255,51,513,626,88,193,819,844,277","156,36,117,148,164,164,21,3,21,220",535
1994,"716,626,66,819,844,277,298,502,83,449","117,164,129,3,21,220,126,36,126,165",301
4306,"69,513,88,66,819,816,740,770,118,525","3,148,164,129,3,164,36,129,114,3",308
4717,"819,333,596,463,525,890,638,75,147,509","3,163,3,155,3,164,154,163,189,189",51
246,"193,449,475,26,790,76,292,92,880,494","21,165,148,153,148,36,148,148,146,148",88
2534,"716,193,311,116,118,463,547,859,76,171","117,21,155,128,114,155,155,33,36,128",127
2179,"69,795,255,513,51,88,819,502,816,311","3,156,36,148,117,164,3,36,164,155",352
4257,"502,816,311,642,836,650,319,852,435,283","36,164,155,195,39,155,195,156,165,3",105
3210,"69,898,51,737,626,88,819,844,277,502","3,39,117,137,164,164,3,21,220,36",544
3134,"69,795,716,255,193,66,576,449,26,626","3,156,117,36,21,129,63,165,153,164",417
780,"650,283,794,754,658,238,233,150,850,249","155,3,39,155,195,155,3,195,36,195",58
5754,"255,898,844,298,311,642,836,463,392,686","36,39,21,126,155,195,39,155,39,36",128
3735,"795,255,51,737,844,298,502,311,770,642","156,36,117,137,21,126,36,155,129,195",289
880,"69,716,255,193,66,626,449,475,333,790","3,117,36,21,129,164,165,148,163,148",259
5525,"795,716,193,449,26,76,278,830,283,373","156,117,21,165,153,36,155,148,3,148",131
4685,"69,51,819,298,816,311,449,463,525,475","3,117,3,126,164,155,165,155,3,148",206
4486,"69,255,51,193,66,513,412,737,116,333","3,36,117,21,129,148,284,137,128,163",519
5752,"83,1,35,520,852,34,526,747,484,402","126,172,163,127,156,156,63,164,127,155",53
3809,"69,716,740,118,650,859,885,808,283,754","3,117,36,114,155,33,39,39,3,155",58
5144,"69,716,255,898,83,626,844,277,298,740","3,117,36,39,126,164,21,220,126,36",233
4402,"51,898,737,66,277,298,83,412,770,105","117,39,137,129,220,126,126,284,129,284",237
5991,"69,716,255,513,626,88,819,844,502,816","3,117,36,148,164,164,3,21,36,164",351
574,"69,795,716,513,255,844,277,298,816,311","3,156,117,148,36,21,220,126,164,155",483
534,"716,255,898,66,83,449,412,298,475,26","117,36,39,129,126,165,284,126,148,153",312
633,"69,255,51,898,193,66,83,513,412,626","3,36,117,39,21,129,126,148,284,164",508
4056,"547,736,638,509,714,332,635,337,639,372","155,155,154,189,163,154,154,155,155,155",50
1430,"716,513,737,626,819,298,502,773,83,642","117,148,137,164,3,126,36,164,126,195",412
3962,"513,767,830,754,165,304,805,53,615,617","148,148,148,155,164,164,164,148,148,148",51
1133,"69,255,51,193,513,626,475,88,333,650","3,36,117,21,148,164,148,164,163,155",361
5148,"795,716,255,898,51,513,737,626,193,66","156,117,36,39,117,148,137,164,21,129",556
1013,"69,795,898,513,737,626,844,311,642,836","3,156,39,148,137,164,21,155,195,39",382
2420,"66,83,770,198,563,840,6,901,935,600","129,126,129,148,154,163,148,127,129,56",69
4614,"795,193,311,463,76,300,794,658,934,834","156,21,155,155,36,153,39,195,21,36",80
64,"69,795,898,716,513,737,626,88,819,844","3,156,39,117,148,137,164,164,3,21",494
658,"69,795,626,475,311,333,596,650,463,292","3,156,164,148,155,163,3,155,155,148",180
2232,"795,83,277,412,116,105,750,56,125,520","156,126,220,284,128,284,219,128,54,127",146
4342,"819,596,525,794,658,934,943,236,145,850","3,3,3,39,195,21,3,56,156,36",67
635,"255,844,502,642,650,319,885,754,278,34","36,21,36,195,155,195,39,155,155,156",105
5501,"255,898,513,51,626,819,298,502,311,740","36,39,148,117,164,3,126,36,155,36",463
2464,"716,255,898,626,88,844,816,83,642,836","117,36,39,164,164,21,164,126,195,39",242
1918,"255,737,844,277,502,412,311,475,750,836","36,137,21,220,36,284,155,148,219,39",234
5925,"69,795,255,819,844,502,311,83,740,449","3,156,36,3,21,36,155,126,36,165",255
158,"255,898,513,626,88,819,844,502,816,311","36,39,148,164,164,3,21,36,164,155",318
2579,"532,83,576,516,705,510,232,563,770,198","219,126,63,189,44,125,267,154,129,148",226
3865,"795,255,502,116,642,836,118,840,859,319","156,36,36,128,195,39,114,163,33,195",78
5180,"69,716,898,513,819,844,277,298,66,83","3,117,39,148,3,21,220,126,129,126",315
1584,"69,795,898,51,193,83,819,449,475,26","3,156,39,117,21,126,3,165,148,153",413
5795,"69,795,255,88,844,298,502,816,311,650","3,156,36,164,21,126,36,164,155,155",227
4186,"255,83,819,449,844,298,502,790,596,642","36,126,3,165,21,126,36,148,3,195",98
1199,"795,255,193,66,844,412,277,502,116,516","156,36,21,129,21,284,220,36,128,189",341
3407,"69,795,255,898,193,513,449,626,333,790","3,156,36,39,21,148,165,164,163,148",334
3307,"69,795,898,626,819,844,502,311,740,836","3,156,39,164,3,21,36,155,36,39",247
1809,"255,83,819,449,502,116,790,596,520,106","36,126,3,165,36,128,148,3,127,128",130
3104,"69,795,255,513,909,812,626,665,593,449","3,156,36,148,169,181,164,164,168,165",363
729,"69,795,51,898,193,449,626,88,819,333","3,156,117,39,21,165,164,164,3,163",346
2093,"51,193,83,740,207,118,520,56,840,76","117,21,126,36,127,114,127,128,163,36",131
6053,"255,83,844,502,311,449,642,836,463,525","36,126,21,36,155,165,195,39,155,3",165
494,"193,83,56,520,76,236,834,368,367,49","21,126,128,127,36,56,36,3,165,128",50
518,"819,816,596,525,435,943,129,494,505,16","3,164,3,3,165,3,165,148,163,164,164",52
495,"255,737,844,502,311,83,463,56,877,105","36,137,21,36,155,126,155,128,202,284",117
3759,"795,716,898,513,626,88,844,277,298,502","156,117,39,148,164,164,21,220,126,36",437
3009,"69,795,898,737,255,88,51,819,844,298","3,156,39,137,36,164,117,3,21,126",516
4554,"69,795,898,513,255,626,88,819,277,298","3,156,39,148,36,164,164,3,220,126",569
165,"795,26,686,72,151,934,880,355,496,706","156,153,36,146,60,63,21,146,63,114,146",91
5383,"626,116,333,56,171,852,106,675,696,806","164,128,163,128,128,156,128,165,164,128",59
3053,"626,819,83,449,525,547,877,333,736,596","164,3,126,165,3,155,202,163,155,3",128
5218,"795,898,513,626,449,819,475,844,502,333","156,39,148,164,165,3,148,21,36,163",363
1417,"105,56,877,852,662,776,264,34,526,571","284,128,202,156,130,267,220,156,63,129",98
994,"69,795,193,819,844,298,502,770,642,118","3,156,21,3,21,126,36,129,195,114",340
2626,"69,51,513,193,66,737,83,844,277,298","3,117,148,21,129,137,126,21,220,126",628
2261,"795,716,255,51,898,193,83,576,449,513","156,117,36,117,39,21,126,63,165,148",641
5020,"83,311,463,520,106,736,676,638,484,497","126,155,155,127,128,155,155,154,127,128",55
5589,"795,255,88,502,311,642,650,836,463,525","156,36,164,36,155,195,155,39,155,3",181
2433,"795,51,737,277,66,83,705,576,56,840","156,117,137,220,129,126,44,63,128,163",228
3321,"69,795,716,255,844,502,740,836,118,463","3,156,117,36,21,36,36,39,114,155",124
4576,"626,449,475,26,333,790,72,767,696,830","164,165,148,153,163,148,146,148,164,148",93
5804,"255,819,298,502,83,449,642,836,525,56","36,3,126,36,126,165,195,39,3,128",178
5400,"795,193,844,502,642,650,836,319,76,278","156,21,21,36,195,155,39,195,36,155",101
3610,"69,795,716,255,513,626,88,193,66,83","3,156,117,36,148,164,164,21,129,126",600
5999,"795,737,193,66,83,576,412,116,105,510","156,137,21,129,126,63,284,128,284,125",372
2191,"69,795,475,740,118,790,125,859,540,392","3,156,148,36,114,148,54,33,54,39",166
6032,"795,255,898,193,83,844,298,311,740,642","156,36,39,21,126,21,126,155,36,195",227
3592,"69,513,626,88,819,816,449,333,596,547","3,148,164,164,3,164,165,163,3,155",150
4283,"621,737,516,940,877,151,817,776,224,557","176,137,189,176,202,60,63,176,267,61,176",84
4595,"626,449,333,547,736,72,830,696,289,373","164,165,163,155,155,146,148,164,146,148",98
3233,"255,626,819,844,298,502,83,836,525,547","36,164,3,21,126,36,126,39,3,155",196
3889,"626,193,66,83,819,816,105,790,596,650","164,21,129,126,3,164,284,148,3,155",261
5616,"66,88,819,298,816,596,207,525,56,877","129,164,3,126,164,3,127,3,128,202",96
5381,"255,193,311,740,118,56,859,885,278,389","36,21,155,36,114,128,33,39,155,39",102
1730,"69,795,716,513,626,88,819,298,502,816","3,156,117,148,164,164,3,126,36,164",406
505,"298,449,207,520,494,484,492,669,216,147","126,165,127,127,148,127,127,126,42,189",58
5884,"796,737,665,576,521,35,232,649,198,864","181,137,164,63,174,163,267,173,148,163",232
4198,"626,449,26,333,790,767,72,935,92,696","164,165,153,163,148,148,146,129,148,164",86
3877,"795,716,255,193,844,502,740,642,836,118","156,117,36,21,21,36,36,195,39,114",131
5528,"69,898,513,51,626,819,844,502,816,311","3,39,148,117,164,3,21,36,164,155",553
5711,"69,795,255,513,626,88,819,844,277,502","3,156,36,148,164,164,3,21,220,36",553
2466,"716,255,898,513,88,819,844,502,311,740","117,36,39,148,164,3,21,36,155,36",375
4681,"69,255,88,532,819,502,816,740,642,198","3,36,164,219,3,36,164,36,195,148",182
2930,"795,255,898,51,844,66,83,740,770,642","156,36,39,117,21,129,126,36,129,195",293
3100,"449,333,790,72,830,292,696,890,289,675","165,163,148,146,148,148,164,164,146,165",66
1699,"69,795,716,51,737,88,449,819,26,596","3,156,117,117,137,164,165,3,153,3",303
145,"69,716,255,51,898,193,66,513,83,449","3,117,36,117,39,21,129,148,126,165",500
5860,"795,255,51,898,513,626,88,819,844,816","156,36,117,39,148,164,164,3,21,164",354
4548,"255,737,83,819,844,277,502,311,642,836","36,137,126,3,21,220,36,155,195,39",184
3596,"69,716,513,66,819,83,449,412,740,116","3,117,148,129,3,126,165,284,36,128",256
3935,"69,844,502,311,642,463,319,278,435,736","3,21,36,155,195,155,195,155,165,155",141
1140,"69,513,193,298,207,547,76,767,736,283","3,148,21,126,127,155,36,148,155,3",149
169,"716,898,737,626,88,819,844,277,816,311","117,39,137,164,164,3,21,220,164,155",602
913,"193,88,844,502,816,311,596,650,740,885","21,164,21,36,164,155,3,155,36,39",165
5493,"795,51,898,193,83,449,412,475,333,750","156,117,39,21,126,165,284,148,163,219",544
4475,"513,626,665,88,819,816,864,525,547,633","148,164,164,164,3,164,163,3,155,163",199
1509,"724,796,69,898,621,513,737,665,532,298","176,181,3,39,176,148,137,164,219,126",594
172,"69,795,88,193,819,449,816,333,740,650","3,156,164,21,3,165,164,163,36,155",233
2987,"51,737,88,819,277,298,66,412,770,118","117,137,164,3,220,126,129,284,129,114",237
3235,"69,513,88,819,816,449,547,333,790,596","3,148,164,3,164,165,155,163,148,3",166
1558,"83,35,520,852,680,34,526,747,484,402","126,163,127,156,172,156,63,164,127,155",53
1700,"513,626,88,449,816,26,333,790,767,435","148,164,164,165,164,153,163,148,148,165",104
3394,"69,513,83,449,816,333,392,547,686,72","3,148,126,165,164,163,39,155,36,146",182
3096,"795,716,898,255,88,844,502,816,311,740","156,117,39,36,164,21,36,164,155,36",234
6097,"69,795,51,626,193,88,333,740,650,563","3,156,117,164,21,164,163,36,155,154",224
3202,"69,795,716,255,193,83,576,449,412,475","3,156,117,36,21,126,63,165,284,148",669
3710,"737,576,705,232,125,712,877,386,247,288","137,63,44,267,54,44,202,44,63,125",142
2690,"795,193,83,520,76,300,145,328,368,367","156,21,126,127,36,153,156,39,3,165",61
5487,"69,898,513,626,88,819,193,816,311,740","3,39,148,164,164,3,21,164,155,36",328
2869,"795,255,513,51,88,532,819,502,909,812","156,36,148,117,164,219,3,36,169,181",341
3937,"69,795,193,626,88,475,26,333,790,816","3,156,21,164,164,148,153,163,148,164",189
2104,"51,193,116,105,840,563,6,106,76,171","117,21,128,284,163,154,148,128,36,128",81
468,"69,795,716,898,83,88,816,311,650,392","3,156,117,39,126,164,164,155,155,39",187
541,"795,255,51,898,513,737,193,626,88,819","156,36,117,39,148,137,21,164,164,3",528
1834,"51,193,277,298,83,705,232,840,412,386","117,21,220,126,126,44,267,163,284,44",234
1383,"51,513,66,83,626,412,116,105,790,750","117,148,129,126,164,284,128,284,148,219",388
2883,"69,795,861,898,255,626,665,88,502,816","3,156,135,39,36,164,164,164,36,164",389
1595,"69,795,255,51,898,513,193,66,83,449","3,156,36,117,39,148,21,129,126,165",500
1084,"69,116,105,510,125,712,547,106,247,871","3,128,284,125,54,44,155,128,63,269",159
3835,"66,819,83,770,525,877,596,520,935,776","129,3,126,129,3,202,3,127,129,267",98
4837,"69,795,255,51,898,193,66,88,83,819","3,156,36,117,39,21,129,164,126,3",464
4873,"716,311,596,463,525,830,943,196,236,834","117,155,3,155,3,148,3,114,56,36",90
1403,"737,665,576,475,705,510,790,125,247,540","137,164,63,148,44,125,148,54,63,54",164
4945,"716,898,626,449,311,333,740,392,118,520","117,39,164,165,155,163,36,39,114,127",228
2523,"83,392,520,76,736,852,283,196,34,233","126,39,127,36,155,156,3,114,156,3",112
4724,"520,76,871,278,300,264,604,176,704,591","127,36,269,155,153,220,269,63,220,63",85
4070,"737,66,576,298,705,510,770,56,712,877","137,129,63,126,44,125,129,128,44,202",211
446,"193,105,547,520,76,736,300,264,704,328","21,284,155,127,36,155,153,220,220,39",68
3338,"69,255,819,83,298,502,449,642,836,790","3,36,3,126,126,36,165,195,39,148",123
3847,"795,861,737,576,593,141,449,475,232,510","156,135,137,63,168,165,165,148,267,125",323
6078,"795,255,844,740,836,118,859,319,808,885","156,36,21,36,39,114,33,195,39,39",67
5140,"69,255,626,88,819,844,502,449,475,26","3,36,164,164,3,21,36,165,148,153",278
5375,"898,740,118,463,547,392,808,736,885,794","39,36,114,155,155,39,39,155,39,39",108
5610,"69,255,51,898,513,737,576,626,88,449","3,36,117,39,148,137,63,164,164,165",653
66,"69,255,51,193,66,83,449,412,475,26","3,36,117,21,129,126,165,284,148,153",653
4215,"69,795,898,716,255,88,844,277,298,51","3,156,39,117,36,164,21,220,126,117",415
2333,"66,83,277,298,412,116,105,750,56,520","129,126,220,126,284,128,284,219,128,127",133
693,"69,255,513,88,819,844,298,502,816,642","3,36,148,164,3,21,126,36,164,195",270
1528,"255,83,819,502,449,642,836,525,547,319","36,126,3,36,165,195,39,3,155,195",106
5935,"255,513,737,88,844,277,502,449,816,311","36,148,137,164,21,220,36,165,164,155",383
655,"626,116,333,56,106,171,852,890,675,696","164,128,163,128,128,128,156,164,165,164",59
4537,"716,898,737,193,532,277,298,83,576,412","117,39,137,21,219,220,126,126,63,284",260
1568,"51,277,510,750,563,840,877,6,288,662","117,220,125,219,154,163,202,148,125,130",94
1069,"193,105,547,520,76,736,300,264,834,704","21,284,155,127,36,155,153,220,36,220",68
695,"513,626,298,449,816,475,116,56,790,171","148,164,126,165,164,148,128,128,148,128",164
3550,"716,898,66,83,277,298,449,412,475,116","117,39,129,126,220,126,165,284,148,128",275
2199,"69,716,255,898,513,626,88,819,844,502","3,117,36,39,148,164,164,3,21,36",340
4606,"626,26,333,790,547,736,292,754,706,675","164,153,163,148,155,155,148,155,146,165",74
2339,"475,26,790,72,767,92,289,165,304,494","148,153,148,146,148,148,146,164,164,148",63
282,"69,255,83,502,116,642,650,56,520,106","3,36,126,36,128,195,155,128,127,128",136
3788,"716,898,193,626,449,298,475,311,333,790","117,39,21,164,165,126,148,155,163,148",217
1603,"626,83,449,333,525,56,547,650,520,728","164,126,165,163,3,128,155,155,127,189",120
5436,"69,255,898,51,513,737,193,66,626,88","3,36,39,117,148,137,21,129,164,164",547
1957,"626,819,449,26,333,790,525,596,767,830","164,3,165,153,163,148,3,3,148,148",107
4080,"724,796,51,621,937,763,532,864,563,940","176,181,117,176,168,175,219,163,154,176",146
2737,"69,255,51,898,193,66,83,513,449,412","3,36,117,39,21,129,126,148,165,284",535
573,"69,795,255,898,51,513,737,626,88,193","3,156,36,39,117,148,137,164,164,21",547
1670,"69,795,255,898,737,626,88,819,844,277","3,156,36,39,137,164,164,3,21,220",644
4542,"69,795,716,898,255,51,298,502,193,83","3,156,117,39,36,117,126,36,21,126",397
2440,"69,795,255,626,819,502,311,740,475,333","3,156,36,164,3,36,155,36,148,163",287
5744,"69,795,898,513,626,665,88,844,298,502","3,156,39,148,164,164,164,21,126,36",586
2184,"716,255,88,844,277,816,642,463,449,412","117,36,164,21,220,164,195,155,165,284",131
4038,"193,83,547,520,736,300,264,328,368,367","21,126,155,127,155,153,220,39,3,165",68
2049,"255,819,844,502,83,642,836,525,56,547","36,3,21,36,126,195,39,3,128,155",122
3631,"277,412,750,547,736,852,34,514,274,676","220,284,219,155,155,156,156,219,128,155",65
2984,"69,795,716,255,898,66,819,412,844,277","3,156,117,36,39,129,3,284,21,220",420
3572,"795,56,106,171,696,890,675,417,236,274","156,128,128,128,164,164,165,165,56,128",76
1223,"69,255,51,898,193,626,449,88,475,26","3,36,117,39,21,164,165,164,148,153",400
6029,"69,737,665,532,277,298,66,35,705,232","3,137,164,219,220,126,129,163,44,267",393
4117,"898,513,88,819,449,816,475,26,790,596","39,148,164,3,165,164,148,153,148,3",156
3172,"898,298,412,705,207,56,686,540,386,151","39,126,284,44,127,128,36,54,44,60,63",145
2002,"716,255,898,513,626,819,298,502,740,642","117,36,39,148,164,3,126,36,36,195",268
2953,"69,88,819,816,449,311,475,26,333,790","3,164,3,164,165,155,148,153,163,148",243
15,"193,576,105,510,712,540,247,288,151,300","21,63,284,125,44,54,63,125,60,63,153",98
376,"69,51,898,513,193,66,83,449,412,475","3,117,39,148,21,129,126,165,284,148",412
873,"795,716,808,278,196,526,145,916,341,738","156,117,39,155,114,63,156,117,56,155",74
2911,"69,795,716,255,898,83,626,449,844,502","3,156,117,36,39,126,164,165,21,36",400
949,"69,716,740,790,650,118,547,859,389,435","3,117,36,148,155,114,155,33,39,165",127
891,"795,716,819,844,502,311,740,333,790,642","156,117,3,21,36,155,36,163,148,195",233
2500,"255,51,66,844,277,298,502,816,740,770","36,117,129,21,220,126,36,164,36,129",250
1468,"69,795,51,88,844,277,298,502,816,311","3,156,117,164,21,220,126,36,164,155",432
3480,"547,877,540,736,662,776,176,494,591,676","155,202,54,155,130,267,63,148,63,155",105
4363,"716,255,898,66,83,449,412,475,26,116","117,36,39,129,126,165,284,148,153,128",323
2837,"795,255,898,513,737,626,88,277,298,816","156,36,39,148,137,164,164,220,126,164",538
4483,"795,716,255,66,83,449,844,105,298,520","156,117,36,129,126,165,21,284,126,127",182
2931,"69,861,255,513,626,665,83,88,593,449","3,135,36,148,164,164,126,164,168,165",461
1356,"796,937,763,576,516,705,232,649,198,398","181,168,175,63,189,44,267,173,148,270",183
4019,"69,795,716,255,626,83,819,502,475,333","3,156,117,36,164,126,3,36,148,163",255
2229,"737,626,449,475,26,333,540,510,790,767","137,164,165,148,153,163,54,125,148,148",177
5044,"69,816,311,475,26,790,650,547,435,292","3,164,155,148,153,148,155,155,165,148",148
1638,"716,83,298,449,475,116,105,333,740,207","117,126,126,165,148,128,284,163,36,127",246
5167,"69,716,255,51,66,513,737,449,412,475","3,117,36,117,129,148,137,165,284,148",557
1374,"69,795,255,51,898,513,193,626,88,449","3,156,36,117,39,148,21,164,164,165",553
5938,"69,795,255,193,513,83,412,626,26,116","3,156,36,21,148,126,284,164,153,128",454
4452,"69,795,898,193,513,449,626,88,333,596","3,156,39,21,148,165,164,164,163,3",328
402,"83,298,502,836,650,207,563,6,885,56","126,126,36,39,155,127,154,148,39,128",97
2515,"69,88,83,277,412,816,116,105,311,790","3,164,126,220,284,164,128,284,155,148",267
1056,"513,626,88,449,475,525,547,333,76,767","148,164,164,165,148,3,155,163,36,148",247
2938,"795,255,51,66,83,449,412,513,475,26","156,36,117,129,126,165,284,148,148,153",535
421,"716,255,66,83,576,88,298,502,449,705","117,36,129,126,63,164,126,36,165,44",398
3969,"83,449,207,520,484,492,216,147,509,714","126,165,127,127,127,127,42,189,189,163",58
5848,"69,716,255,513,626,88,819,844,502,816","3,117,36,148,164,164,3,21,36,164",340
397,"69,255,898,513,193,83,88,449,819,26","3,36,39,148,21,126,164,165,3,153",355
4323,"69,819,83,844,298,502,449,116,642,836","3,3,126,21,126,36,165,128,195,39",134
935,"69,795,898,716,255,844,298,502,311,770","3,156,39,117,36,21,126,36,155,129",318
1366,"69,898,513,819,525,547,736,686,283,943","3,39,148,3,3,155,155,36,3,3",89
1686,"83,844,502,642,836,520,463,547,278,370","126,21,36,195,39,127,155,155,155,195",124
1248,"819,449,26,596,525,56,794,658,934,880","3,165,153,3,3,128,39,195,21,146",103
3588,"819,525,520,830,662,943,526,53,484,522","3,3,127,148,130,3,63,148,127,148",75
4883,"716,255,51,898,513,737,626,88,819,844","117,36,117,39,148,137,164,164,3,21",531
1715,"795,716,51,737,844,277,298,311,770,836","156,117,117,137,21,220,126,155,129,39",378
4935,"795,255,513,88,819,844,816,449,642,525","156,36,148,164,3,21,164,165,195,3",248
5564,"69,795,311,26,463,278,283,880,706,233","3,156,155,153,155,155,3,146,146,3",92
4209,"69,795,716,255,193,898,83,513,626,88","3,156,117,36,21,39,126,148,164,164",405
1563,"69,795,898,513,737,626,88,819,844,816","3,156,39,148,137,164,164,3,21,164",519
5890,"795,819,449,26,105,525,794,658,934,943","156,3,165,153,284,3,39,195,21,3",103
3981,"69,255,51,898,193,66,83,449,475,26","3,36,117,39,21,129,126,165,148,153",520
5320,"716,88,816,311,463,547,852,278,754,435","117,164,164,155,155,155,156,155,155,165",121
5057,"716,513,737,626,88,26,662,224,129,880","117,148,137,164,164,153,130,61,165,146",100
1431,"255,83,576,819,844,502,836,596,525,547","36,126,63,3,21,36,39,3,3,155",129
1993,"69,795,255,51,898,513,737,193,626,83","3,156,36,117,39,148,137,21,164,126",540
1725,"898,513,626,88,449,819,333,790,596,392","39,148,164,164,165,3,163,148,3,39",196
998,"255,626,193,819,844,502,770,642,525,56","36,164,21,3,21,36,129,195,3,128",239
4228,"69,795,716,255,51,898,513,737,626,88","3,156,117,36,117,39,148,137,164,164",549
5937,"795,716,51,737,193,66,83,412,298,116","156,117,117,137,21,129,126,284,126,128",370
934,"69,255,51,898,513,737,626,819,277,298","3,36,117,39,148,137,164,3,220,126",577
3409,"255,844,311,740,836,118,392,859,808,686","36,21,155,36,39,114,39,33,39,36",80
1800,"277,412,116,392,106,686,171,514,806,526","220,284,128,39,128,36,128,219,128,63",57
5036,"790,767,72,830,292,289,494,261,506,326","148,148,146,148,148,146,148,153,148,146",53
3557,"795,255,737,844,277,298,502,311,642,836","156,36,137,21,220,126,36,155,195,39",304
3939,"193,26,76,830,300,794,658,934,880,706","21,153,36,148,153,39,195,21,146,146",64
449,"69,795,716,255,51,898,193,83,737,626","3,156,117,36,117,39,21,126,137,164",541
88,"255,513,193,819,844,298,311,740,836,118","36,148,21,3,21,126,155,36,39,114",276
944,"69,795,898,513,626,88,819,844,298,816","3,156,39,148,164,164,3,21,126,164",447
3881,"513,449,475,333,525,596,767,830,92,890","148,165,148,163,3,3,148,148,148,164",118
3923,"716,255,898,626,819,844,277,298,502,740","117,36,39,164,3,21,220,126,36,36",313
3243,"69,795,898,255,626,88,844,277,298,705","3,156,39,36,164,164,21,220,126,44",553
1634,"255,513,193,83,626,449,475,26,333,790","36,148,21,126,164,165,148,153,163,148",316
5722,"255,626,844,502,576,593,449,642,836,319","36,164,21,36,63,168,165,195,39,195",139
4172,"51,626,475,333,840,72,767,292,696,890","117,164,148,163,163,146,148,148,164,164",99
1498,"795,716,255,898,193,626,449,88,475,844","156,117,36,39,21,164,165,164,148,21",332
