user_id,sampled_q_ids,sampled_subject_ids,student_total_questions
4215,"69,898,513,795,88,716,51,255,844,502","3,39,148,156,164,117,117,36,21,36",415
5436,"69,898,513,795,51,255,626,88,66,193","3,39,148,156,117,36,164,164,129,21",547
2737,"69,795,51,255,66,193,83,449,412,475","3,156,117,36,129,21,126,165,284,148",535
573,"69,898,513,795,51,255,626,66,193,83","3,39,148,156,117,36,164,129,21,126",547
1670,"69,898,513,795,626,88,737,51,255,819","3,39,148,156,164,164,137,117,36,3",644
5744,"69,898,513,626,88,665,819,844,502,298","3,39,148,164,164,164,3,21,36,126",586
1223,"69,795,51,255,898,193,83,449,513,475","3,156,117,36,39,21,126,165,148,148",400
2837,"69,898,513,626,88,737,819,844,277,816","3,39,148,164,164,137,3,21,220,164",538
5167,"69,795,716,51,255,66,193,83,898,513","3,156,117,117,36,129,21,126,39,148",557
1374,"69,898,513,795,626,51,255,88,193,83","3,39,148,156,164,117,36,164,21,126",553
2938,"69,795,51,255,66,193,83,449,412,475","3,156,117,36,129,21,126,165,284,148",535
4883,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",531
1715,"898,795,716,51,255,737,844,502,277,298","39,156,117,117,36,137,21,36,220,126",378
1563,"69,898,513,626,88,737,819,844,277,816","3,39,148,164,164,137,3,21,220,164",519
3981,"69,795,51,255,66,193,83,449,412,475","3,156,117,36,129,21,126,165,284,148",520
1993,"69,795,898,513,51,255,626,88,737,66","3,156,39,148,117,36,164,164,137,129",540
4228,"69,898,513,626,88,737,819,844,277,816","3,39,148,164,164,137,3,21,220,164",549
3557,"795,51,255,737,844,502,277,298,642,836","156,117,36,137,21,36,220,126,195,39",304
449,"69,795,716,51,255,898,513,66,193,83","3,156,117,117,36,39,148,129,21,126",541
944,"69,898,513,626,88,819,844,502,298,816","3,39,148,164,164,3,21,36,126,164",447
3243,"69,898,513,626,88,819,844,502,277,298","3,39,148,164,164,3,21,36,220,126",553
889,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",519
3540,"69,795,898,51,255,513,66,626,88,193","3,156,39,117,36,148,129,164,164,21",553
4748,"69,513,795,626,88,819,844,502,298,816","3,148,156,164,164,3,21,36,126,164",521
3532,"69,898,513,795,51,255,626,88,737,819","3,39,148,156,117,36,164,164,137,3",528
1764,"69,795,716,51,255,898,513,66,193,83","3,156,117,117,36,39,148,129,21,126",541
1614,"69,898,513,626,88,737,819,844,277,816","3,39,148,164,164,137,3,21,220,164",571
5452,"69,795,51,255,898,513,66,193,83,626","3,156,117,36,39,148,129,21,126,164",519
5139,"69,898,513,626,88,819,844,502,298,816","3,39,148,164,164,3,21,36,126,164",472
2840,"69,898,513,795,626,88,51,255,819,844","3,39,148,156,164,164,117,36,3,21",355
2905,"69,795,898,716,51,255,66,193,83,576","3,156,39,117,117,36,129,21,126,63",628
1294,"69,898,513,795,716,626,737,819,844,502","3,39,148,156,117,164,137,3,21,36",570
2101,"69,795,898,51,255,513,66,193,83,576","3,156,39,117,36,148,129,21,126,63",574
5250,"69,795,51,898,193,513,449,626,475,333","3,156,117,39,21,148,165,164,148,163",338
2710,"69,795,51,255,898,513,66,193,83,626","3,156,117,36,39,148,129,21,126,164",520
3446,"69,795,51,255,66,193,83,449,412,475","3,156,117,36,129,21,126,165,284,148",519
1057,"69,795,716,51,255,66,193,83,449,412","3,156,117,117,36,129,21,126,165,284",543
185,"796,69,795,255,937,66,193,763,83,576","181,3,156,36,168,129,21,175,126,63",720
622,"69,795,51,255,66,193,83,449,412,475","3,156,117,36,129,21,126,165,284,148",535
2367,"69,898,513,795,51,255,193,83,626,88","3,39,148,156,117,36,21,126,164,164",398
5110,"69,795,716,51,255,193,83,449,475,333","3,156,117,117,36,21,126,165,148,163",349
5210,"69,795,898,513,51,626,88,737,819,844","3,156,39,148,117,164,164,137,3,21",523
2654,"69,795,716,51,255,193,83,576,449,475","3,156,117,117,36,21,126,63,165,148",541
5074,"69,898,513,626,88,819,844,502,277,816","3,39,148,164,164,3,21,36,220,164",553
4457,"69,898,513,795,716,51,255,66,193,83","3,39,148,156,117,117,36,129,21,126",690
1462,"69,898,513,795,51,255,626,88,737,66","3,39,148,156,117,36,164,164,137,129",554
1213,"796,69,898,513,626,88,737,532,819,844","181,3,39,148,164,164,137,219,3,21",644
1506,"69,795,716,626,255,819,844,502,311,66","3,156,117,164,36,3,21,36,155,129",388
1010,"69,513,795,716,819,298,51,193,525,840","3,148,156,117,3,126,117,21,3,163",270
1760,"69,795,51,255,66,193,83,576,449,412","3,156,117,36,129,21,126,63,165,284",600
1298,"69,795,51,255,898,193,83,513,626,449","3,156,117,36,39,21,126,148,164,165",430
3549,"69,795,716,255,66,193,83,576,449,412","3,156,117,36,129,21,126,63,165,284",633
5694,"69,795,51,255,898,66,193,83,576,449","3,156,117,36,39,129,21,126,63,165",606
3791,"69,795,898,716,51,255,66,193,83,513","3,156,39,117,117,36,129,21,126,148",639
4216,"69,795,51,255,898,513,193,83,626,88","3,156,117,36,39,148,21,126,164,164",553
1837,"69,795,51,255,66,193,83,449,898,513","3,156,117,36,129,21,126,165,39,148",499
2380,"69,898,513,795,51,255,626,88,66,193","3,39,148,156,117,36,164,164,129,21",535
2786,"69,898,513,626,88,737,819,844,277,816","3,39,148,164,164,137,3,21,220,164",691
3513,"69,898,513,795,51,255,626,88,819,844","3,39,148,156,117,36,164,164,3,21",523
3166,"69,898,513,795,626,88,51,819,844,502","3,39,148,156,164,164,117,3,21,36",472
111,"69,898,513,795,51,255,626,88,737,819","3,39,148,156,117,36,164,164,137,3",598
4671,"69,898,513,626,88,819,844,502,277,298","3,39,148,164,164,3,21,36,220,126",553
1507,"69,795,51,255,66,193,83,576,449,412","3,156,117,36,129,21,126,63,165,284",634
3266,"69,795,898,513,51,255,626,88,737,819","3,156,39,148,117,36,164,164,137,3",579
3187,"69,795,898,51,255,513,193,83,626,449","3,156,39,117,36,148,21,126,164,165",374
5211,"69,898,513,795,716,51,255,66,193,83","3,39,148,156,117,117,36,129,21,126",541
2831,"69,795,898,513,51,626,88,819,844,502","3,156,39,148,117,164,164,3,21,36",513
2347,"69,795,716,51,255,898,513,626,88,737","3,156,117,117,36,39,148,164,164,137",555
5507,"69,795,898,513,51,255,626,88,737,819","3,156,39,148,117,36,164,164,137,3",519
5195,"795,51,255,737,66,193,83,412,116,105","156,117,36,137,129,21,126,284,128,284",304
5544,"69,898,513,795,716,626,88,737,532,51","3,39,148,156,117,164,164,137,219,117",720
2914,"69,898,513,795,716,51,255,626,88,66","3,39,148,156,117,117,36,164,164,129",559
5496,"69,795,51,255,898,66,193,83,449,412","3,156,117,36,39,129,21,126,165,284",530
1138,"69,795,898,51,255,513,626,88,737,819","3,156,39,117,36,148,164,164,137,3",535
4419,"69,898,513,795,716,626,88,737,819,844","3,39,148,156,117,164,164,137,3,21",627
3276,"69,898,513,795,716,626,88,737,51,255","3,39,148,156,117,164,164,137,117,36",569
2918,"69,898,513,795,51,255,66,193,83,626","3,39,148,156,117,36,129,21,126,164",634
50,"795,51,255,737,66,844,502,277,298,193","156,117,36,137,129,21,36,220,126,21",304
1378,"69,795,51,255,66,193,83,576,449,412","3,156,117,36,129,21,126,63,165,284",588
1389,"69,795,898,716,51,255,513,626,88,737","3,156,39,117,117,36,148,164,164,137",618
4400,"69,898,513,795,626,88,737,532,819,844","3,39,148,156,164,164,137,219,3,21",654
565,"69,795,716,51,255,898,513,626,88,737","3,156,117,117,36,39,148,164,164,137",640
5627,"69,795,51,255,66,193,83,576,449,412","3,156,117,36,129,21,126,63,165,284",669
5456,"796,69,898,513,626,88,665,819,844,502","181,3,39,148,164,164,164,3,21,36",611
1362,"69,795,716,51,255,898,193,513,83,576","3,156,117,117,36,39,21,148,126,63",574
123,"69,795,51,255,513,66,193,83,626,449","3,156,117,36,148,129,21,126,164,165",466
3482,"69,898,513,795,626,88,737,819,844,502","3,39,148,156,164,164,137,3,21,36",547
1626,"69,795,716,255,66,193,83,449,412,475","3,156,117,36,129,21,126,165,284,148",540
6033,"69,795,898,716,51,255,66,193,513,83","3,156,39,117,117,36,129,21,148,126",661
5560,"69,795,898,716,51,255,66,193,83,576","3,156,39,117,117,36,129,21,126,63",616
4723,"69,898,513,795,51,255,626,66,193,83","3,39,148,156,117,36,164,129,21,126",498
1525,"69,795,898,51,255,513,66,193,83,576","3,156,39,117,36,148,129,21,126,63",600
3854,"69,795,51,255,66,193,83,449,412,475","3,156,117,36,129,21,126,165,284,148",544
184,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",645
1025,"69,795,898,51,255,513,626,88,737,819","3,156,39,117,36,148,164,164,137,3",535
2100,"69,795,51,255,898,193,513,449,475,26","3,156,117,36,39,21,148,165,148,153",371
2034,"69,795,716,51,255,193,83,898,513,449","3,156,117,117,36,21,126,39,148,165",485
1554,"69,898,513,795,626,88,737,819,844,502","3,39,148,156,164,164,137,3,21,36",612
3938,"796,69,724,513,626,88,621,665,277,816","181,3,176,148,164,164,176,164,220,164",688
481,"69,898,513,795,716,51,255,66,626,88","3,39,148,156,117,117,36,129,164,164",463
3315,"69,898,513,626,88,819,844,502,277,298","3,39,148,164,164,3,21,36,220,126",541
966,"69,795,898,51,255,513,66,193,83,449","3,156,39,117,36,148,129,21,126,165",510
4238,"69,795,716,51,255,66,193,83,449,412","3,156,117,117,36,129,21,126,165,284",521
3693,"69,795,898,716,51,255,513,626,88,193","3,156,39,117,117,36,148,164,164,21",463
1674,"69,795,716,51,255,898,193,513,83,576","3,156,117,117,36,39,21,148,126,63",640
4328,"898,795,716,51,255,66,193,83,844,502","39,156,117,117,36,129,21,126,21,36",278
4352,"69,795,51,255,66,193,83,449,412,475","3,156,117,36,129,21,126,165,284,148",535
5529,"898,795,716,737,844,502,277,298,740,642","39,156,117,137,21,36,220,126,36,195",506
2677,"796,69,724,795,51,255,937,66,193,763","181,3,176,156,117,36,168,129,21,175",796
3486,"796,69,898,513,626,88,737,665,277,816","181,3,39,148,164,164,137,164,220,164",702
796,"69,898,513,795,51,255,66,193,83,576","3,39,148,156,117,36,129,21,126,63",635
2917,"69,795,51,255,898,513,626,66,193,83","3,156,117,36,39,148,164,129,21,126",519
2572,"795,51,255,737,844,502,277,66,193,83","156,117,36,137,21,36,220,129,21,126",275
4,"795,51,255,193,844,502,83,311,642,836","156,117,36,21,21,36,126,155,195,39",226
4277,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",563
444,"69,795,716,51,255,898,513,66,193,626","3,156,117,117,36,39,148,129,21,164",526
6036,"69,898,795,737,844,502,277,298,716,740","3,39,156,137,21,36,220,126,117,36",493
2078,"69,898,513,626,88,795,819,51,255,844","3,39,148,164,164,156,3,117,36,21",516
2781,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",555
1503,"69,898,513,626,88,819,844,502,277,298","3,39,148,164,164,3,21,36,220,126",553
2961,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",678
2627,"796,69,724,898,513,795,626,88,621,665","181,3,176,39,148,156,164,164,176,164",689
1930,"69,898,513,795,626,88,819,844,716,51","3,39,148,156,164,164,3,21,117,117",471
2436,"69,513,716,626,88,532,819,844,502,816","3,148,117,164,164,219,3,21,36,164",300
4492,"69,795,51,255,66,193,83,898,449,412","3,156,117,36,129,21,126,39,165,284",531
4858,"69,898,513,795,716,51,255,626,88,737","3,39,148,156,117,117,36,164,164,137",594
1041,"69,898,513,626,88,737,819,844,277,816","3,39,148,164,164,137,3,21,220,164",669
987,"69,724,795,716,898,861,513,626,88,621","3,176,156,117,39,135,148,164,164,176",690
432,"69,795,51,255,898,66,193,83,449,412","3,156,117,36,39,129,21,126,165,284",507
6147,"69,898,513,795,626,88,51,819,844,502","3,39,148,156,164,164,117,3,21,36",576
870,"69,898,513,88,819,844,502,277,298,816","3,39,148,164,3,21,36,220,126,164",427
4088,"69,898,513,795,51,255,626,88,737,66","3,39,148,156,117,36,164,164,137,129",479
5126,"69,795,898,513,51,255,626,88,66,193","3,156,39,148,117,36,164,164,129,21",498
464,"69,795,716,51,255,66,193,83,576,449","3,156,117,117,36,129,21,126,63,165",608
4325,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",571
2618,"69,795,716,51,255,66,193,83,449,412","3,156,117,117,36,129,21,126,165,284",586
4940,"69,898,513,795,51,255,626,88,737,819","3,39,148,156,117,36,164,164,137,3",601
1823,"69,898,513,626,88,737,819,844,277,816","3,39,148,164,164,137,3,21,220,164",612
1373,"69,898,795,716,51,255,193,83,449,475","3,39,156,117,117,36,21,126,165,148",469
2795,"69,795,51,255,898,66,193,83,449,412","3,156,117,36,39,129,21,126,165,284",510
5933,"69,898,513,795,716,51,255,626,88,819","3,39,148,156,117,117,36,164,164,3",448
1778,"69,898,513,88,795,819,844,502,277,298","3,39,148,164,156,3,21,36,220,126",563
4793,"796,69,898,795,716,255,937,66,193,763","181,3,39,156,117,36,168,129,21,175",667
2949,"69,795,898,51,255,513,626,88,737,819","3,156,39,117,36,148,164,164,137,3",600
1077,"795,51,255,66,193,83,737,412,844,502","156,117,36,129,21,126,137,284,21,36",290
3462,"69,898,513,795,716,51,255,66,193,83","3,39,148,156,117,117,36,129,21,126",539
2322,"69,795,716,51,255,66,193,83,576,449","3,156,117,117,36,129,21,126,63,165",693
199,"69,795,898,513,255,626,88,737,532,819","3,156,39,148,36,164,164,137,219,3",604
248,"69,898,513,795,626,88,737,51,255,819","3,39,148,156,164,164,137,117,36,3",612
4142,"69,795,716,51,255,193,83,898,449,412","3,156,117,117,36,21,126,39,165,284",464
4017,"69,898,513,795,51,255,626,88,737,819","3,39,148,156,117,36,164,164,137,3",519
767,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",582
4698,"69,898,513,795,626,88,819,844,502,277","3,39,148,156,164,164,3,21,36,220",553
35,"69,795,716,51,255,898,193,83,576,449","3,156,117,117,36,39,21,126,63,165",620
2148,"69,795,898,51,255,513,66,193,83,626","3,156,39,117,36,148,129,21,126,164",520
4875,"69,898,795,626,88,819,844,502,277,298","3,39,156,164,164,3,21,36,220,126",423
5579,"69,795,51,255,898,66,193,83,576,449","3,156,117,36,39,129,21,126,63,165",585
5580,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",608
1109,"69,898,513,626,88,819,844,502,277,298","3,39,148,164,164,3,21,36,220,126",555
6018,"69,898,795,88,844,502,816,740,642,836","3,39,156,164,21,36,164,36,195,39",312
2923,"69,795,898,513,51,255,626,66,193,83","3,156,39,148,117,36,164,129,21,126",669
1172,"69,898,513,626,88,819,844,502,816,740","3,39,148,164,164,3,21,36,164,36",506
714,"69,898,513,795,51,255,626,88,193,83","3,39,148,156,117,36,164,164,21,126",380
425,"795,51,255,737,844,502,277,298,311,642","156,117,36,137,21,36,220,126,155,195",304
5558,"69,795,898,51,255,513,66,193,83,576","3,156,39,117,36,148,129,21,126,63",561
3945,"69,898,513,795,716,51,255,66,193,83","3,39,148,156,117,117,36,129,21,126",582
730,"69,898,513,626,88,737,819,844,502,277","3,39,148,164,164,137,3,21,36,220",572
3475,"69,795,51,255,898,513,66,193,83,449","3,156,117,36,39,148,129,21,126,165",547
2062,"69,795,51,255,898,193,83,449,475,333","3,156,117,36,39,21,126,165,148,163",380
3456,"69,898,513,626,88,819,844,502,277,816","3,39,148,164,164,3,21,36,220,164",545
2726,"69,898,513,795,626,88,737,819,844,502","3,39,148,156,164,164,137,3,21,36",546
3852,"69,795,51,255,898,513,66,193,83,576","3,156,117,36,39,148,129,21,126,63",531
